,author,date,genre,gutenberg_id,source,title,viaf_author_uri,dictcom_gl,oed_gl
497,"White, James,",1834,teamblack | random,uc2.ark+=13960=t4wh2p202,genrescorpus,Some passages in the life of Sir Frizzle Pumpkin,,0.9705400981996727,0.5960436309853947
78,"Ainsworth, William Harrison",1834,fic,23564,gutenberg,Rookwood (Vol. 1/3),http://viaf.org/viaf/46894596,1.0928696589836906,0.6284933484582861
73,"Lytton, Edward Bulwer Lytton, Baron",1834,fic,1565,gutenberg,The last days of Pompeii (Vol. 1/3),http://viaf.org/viaf/99871326,1.1231981345392876,0.694873042681705
74,"Lytton, Edward Bulwer Lytton, Baron",1834,fic,1565,gutenberg,The last days of Pompeii (Vol. 1/3),http://viaf.org/viaf/99871326,1.1231981345392876,0.694873042681705
75,"Lytton, Edward Bulwer Lytton, Baron",1834,fic,1565,gutenberg,The last days of Pompeii (Vol. 3/3),http://viaf.org/viaf/99871326,1.1231981345392876,0.694873042681705
76,"Lytton, Edward Bulwer Lytton, Baron",1834,fic,1565,gutenberg,The last days of Pompeii (Vol. 3/3),http://viaf.org/viaf/99871326,1.1231981345392876,0.694873042681705
77,"Marryat, Frederick",1834,fic,21577,gutenberg,Peter Simple,http://viaf.org/viaf/39380934,1.2649611063094208,0.7271715851250243
498,"Griffith, Mary,",1836,teamblack | locscifi,njp.32101067645505,genrescorpus,"Camperdown, or, News from",,1.4443756960772183,0.8451693851944793
79,"Trollope, Frances Milton",1837,fic,36686,gutenberg,Vicar of Wrexhill,http://viaf.org/viaf/34551336,1.15546937030477,0.6731775724338267
499,"Hawthorne, Nathaniel,",1837,teamblack | pbgothic,mdp.39015002313487,genrescorpus,Twice-told tales,,1.1924969549330084,0.7304945373122804
500,"Lover, Samuel,",1837,teamblack | random,nyp.33433074878889,genrescorpus,Rory O'More,,1.2872941654807888,0.6572674504257638
502,"Poe, Edgar Allan,",1838,teamblack | anatscifi | drop,uc1.31822038205001,genrescorpus,The narrative of Arthur G,,0.9551832175452936,0.6266910852484197
501,"Trollope, Frances Milton,",1838,teamblack | random,umn.31951002096159c,genrescorpus,A romance of Vienna,,1.072515666965085,0.6335527775723057
503,"James, G. P. R.",1838,teamred | random,nyp.33433074868807,genrescorpus,The robber,,1.307492290016327,0.8073113448381497
80,"Dickens, Charles",1838,fic,730,gutenberg,Oliver Twist,http://viaf.org/viaf/88666393,1.3809799942012178,0.6919547504153153
84,"Ainsworth, William Harrison",1839,fic,16215,gutenberg,Jack Sheppard,http://viaf.org/viaf/46894596,1.028595994013311,0.6136111843840675
83,"Thackeray, William Makepeace",1839,fic,1969,gutenberg,Catherine,http://viaf.org/viaf/95208604,1.2388276028665755,0.6544717942422197
81,"Taylor, Meadows",1839,fic,44881,gutenberg,Confessions of a thug,http://viaf.org/viaf/27100030,1.2675315008772396,0.7664693230448568
82,"Dickens, Charles",1839,fic,967,gutenberg,Nicholas Nickleby,http://viaf.org/viaf/88666393,1.324733595064498,0.6786101488748446
504,"Hook, Theodore Edward,",1840,teamred | random,uc1.b3326097,genrescorpus,"Cousin Geoffrey, the old ",,1.1949276324525295,0.6314947432576565
86,"Dickens, Charles",1840,fic,700,gutenberg,The old curiosity shop,http://viaf.org/viaf/88666393,1.3741171415527567,0.7529756528371571
85,"Marryat, Frederick",1840,fic,21575,gutenberg,Poor Jack,http://viaf.org/viaf/39380934,1.5469635811147897,0.8875971731448763
505,"Poe, Edgar Allan,",1841,det100 | teamblack,PoeRueMorgue1841,genrescorpus,The Murder in the Rue Morgue (short story),,0.8033007746716067,0.5355142941349837
506,"Sinclair, Catherine,",1841,teamblack | random,nnc1.1002365251,genrescorpus,Modern flirtations,,0.932212401143085,0.5589238771743386
87,"Lever, Charles James",1841,fic,8577,gutenberg,"Charles O'Malley, the Irish dragoon (Vol. 2/2)",http://viaf.org/viaf/32083550,1.1580137537946844,0.6706341415529596
507,"Poe, Edgar Allan,",1842,teamred | det100 | stew,PoeMysteryMarieRoget1842,genrescorpus,The Mystery of Marie Roget (short story),,0.7805755395683454,0.5077227722772277
508,"Poe, Edgar Allan,",1843,teamred | pbgothic,njp.32101068601341,genrescorpus,Tales by Edgar Allan Poe,,0.8433941052837383,0.5281791610061339
510,"Eastlake, Elizabeth,",1843,teamblack | random,uc1.b248744,genrescorpus,Livonian tales,,1.2756933115823816,0.7480975029726517
88,"Dickens, Charles",1843,fic,19337,gutenberg,A Christmas carol,http://viaf.org/viaf/88666393,1.3459923315683768,0.771143579657207
509,"James, G. P. R.",1843,teamblack | random,njp.32101007059791,genrescorpus,Forest days;,,1.5632937747241307,0.9349146899708698
89,"Disraeli, Benjamin",1844,fic,7412,gutenberg,Coningsby,http://viaf.org/viaf/49233448,0.8070108488251649,0.5054482476607414
511,"Reynolds, George W. M.",1844,teamred | pbgothic | stew,njp.32101075374379,genrescorpus,The mysteries of London,,1.0022613998177379,0.5991801369543951
90,"Lever, Charles",1844,fic,31901,gutenberg,Tom Burke Of ours,http://viaf.org/viaf/32083550,1.1282827060389689,0.6974426097462747
91,"Dickens, Charles",1844,fic,968,gutenberg,Martin Chuzzlewit,http://viaf.org/viaf/88666393,1.3101415697030614,0.6516576563232862
512,"Poe, Edgar Allan,",1845,teamred | det100,PoePurloinedLetter1845,genrescorpus,The Purloined Letter (short story),,0.6705027256208359,0.41390205371248023
513,"Poe, Edgar Allan,",1845,det100 | teamblack | drop,uc2.ark+=13960=t0bv79z1x,genrescorpus,Selected tales of mystery,,0.9326396115157821,0.5498361930146038
93,"Disraeli, Benjamin",1845,fic,3760,gutenberg,Sybil,http://viaf.org/viaf/49233448,1.039336047604134,0.6246320560577249
92,"Lever, Charles James",1845,fic,32083,gutenberg,St. Patrick's Eve,http://viaf.org/viaf/32083550,1.1665198237885464,0.7332247557003257
94,"Melville, Herman",1846,fic,1900,gutenberg,Typee : a peep at Polynesian life. During a four months' residence in a valley of the Marquesas,http://viaf.org/viaf/27068555,0.8299577386173351,0.5264003913757557
515,"Reynolds, George W. M.",1846,teamred | pbgothic | stew,uc1.32106010644463,genrescorpus,The mysteries of London,,0.9262716274229218,0.5621376630231987
516,"Hawthorne, Nathaniel,",1846,teamred | pbgothic,mdp.39015004274992,genrescorpus,Mosses from an old manse,,1.0481437531785047,0.6650895259300492
514,"Sewell, Elizabeth Missing",1846,teamred | random,mdp.39015006997806,genrescorpus,Gertrude,,1.2799470033512588,0.6641156462585034
95,"Melville, Herman",1847,fic,4045,gutenberg,Omoo: a narrative of adventures in the South Seas,http://viaf.org/viaf/27068555,1.074431563759391,0.6367932083934006
519,"Cobbold, Richard,",1847,teamred | random,uiuo.ark+=13960=t3vt1zh5r,genrescorpus,Zenon,,1.1344939146510553,0.7531237127557325
520,"Arthur, T. S.",1847,teamred | random,nyp.33433082170576,genrescorpus,Lovers and husbands,,1.146658179503501,0.7192732844478494
517,"Bront__ÎÎ_, Charlotte,",1847,teamred | pbgothic,mdp.39076006220961,genrescorpus,Jane Eyre,,1.274248674130819,0.7224187841749758
518,"Bront__ÎÎ_, Emily,",1847,teamred | pbgothic | stew,nyp.33433074931118,genrescorpus,Wuthering Heights,,1.3473977407541136,0.7495299850362583
522,"Bront__ÎÎ_, Charlotte,",1847,teamred | pbgothic | stew,mdp.39076006220979,genrescorpus,Jane Eyre,,1.3848359562550014,0.7607569618954818
521,"Froude, James Anthony,",1847,teamblack | random,uc2.ark+=13960=t9f47kt3k,genrescorpus,Shadows of the clouds,,1.447960534231741,0.8672497570456754
523,"St. Clair, Henry.",1848,teamred | locghost | stew,nyp.33433082514187,genrescorpus,"Tales of terror; or, The ",,1.0115656765202399,0.6358241825467226
524,"Kavanagh, Julia,",1848,teamblack | random,nyp.33433074863782,genrescorpus,Madeleine,,1.1990772925488213,0.7235052881502266
97,"Newman, John Henry",1848,fic,24574,gutenberg,Loss and gain,http://viaf.org/viaf/17227308,1.2369108632298262,0.6848143426950122
98,"Thackeray, William Makepeace",1848,fic,599,gutenberg,Vanity Fair,http://viaf.org/viaf/95208604,1.2386169633979325,0.6607722843738723
96,"Dickens, Charles",1848,fic,821,gutenberg,Dombey and Son,http://viaf.org/viaf/88666393,1.3821821285711895,0.6719417798461392
526,"Ainsworth, William Harris",1849,teamblack | pbgothic,inu.30000060903741,genrescorpus,The Lancashire witches,,1.1228931951329428,0.6626582838926769
525,"Harris, Alexander,",1849,teamblack | random,uiuo.ark+=13960=t8pc3d497,genrescorpus,The emigrant family ;,,1.1813763110770017,0.7018171992163751
99,"Gaskell, Elizabeth Cleghorn",1849,fic,2153,gutenberg,Mary Barton,http://viaf.org/viaf/39377536,1.7146397952135224,0.8860767085494947
530,"Myers, P. Hamilton",1850,teamblack | random,nyp.33433022846707,genrescorpus,The King of the Hurons,,0.8477907946119082,0.5025742140431592
527,"Reynolds, George W. M.",1850,teamblack | pbgothic,uiuo.ark+=13960=t2j683k08,genrescorpus,The mysteries of the cour,,0.9834237844415898,0.5630521250763478
101,"Lever, Charles James",1850,fic,33468;33469,gutenberg,Roland Cashel,http://viaf.org/viaf/32083550,1.0761336105759143,0.612925538313485
528,"Hawthorne, Nathaniel,",1850,teamred | pbgothic | stew,uva.x000180089,genrescorpus,The scarlet letter,,1.105290819901892,0.6773465067043049
100,"Kingsley, Charles",1850,fic,8374,gutenberg,Alton Locke,http://viaf.org/viaf/27081838,1.2876647387882811,0.8227504870215343
529,"Arthur, T. S.",1850,teamblack | random,uc2.ark+=13960=t8df6mw4h,genrescorpus,Tales of domestic life,,1.3806728854417776,0.7911010558069381
102,"Dickens, Charles",1850,fic,766,gutenberg,David Copperfield,http://viaf.org/viaf/88666393,1.4751596748439542,0.747993388429752
532,"Hawthorne, Nathaniel,",1851,teamblack | pbgothic,uc2.ark+=13960=t2r49vz0v,genrescorpus,The house of the seven ga,,1.0272984441301274,0.648368289543424
531,"MacCabe, William Bernard,",1851,teamred | random,uiuo.ark+=13960=t2s475w45,genrescorpus,Bertha,,1.1372878642331092,0.6671797617454156
103,"Borrow, George Henry",1851,fic,20198,gutenberg,Lavengro,http://viaf.org/viaf/49240695,1.410664928292047,0.7985707905314873
105,"Eastman, Mary Henderson",1852,fic,16741,gutenberg,"Aunt Phillis's Cabin: Or, Southern Life As It Is",http://viaf.org/viaf/316763066,1.2810873337189126,0.7173496744542321
104,"Thackeray, William Makepeace",1852,fic,2511,gutenberg,Henry Esmond,http://viaf.org/viaf/95208604,1.368522013551561,0.7331055704974437
106,"Stowe, Harriet Beecher",1852,fic,203,gutenberg,"Uncle Tom's cabin or, Life among the lowly (Vol. 1/2)",http://viaf.org/viaf/32003151,1.5829133417331653,0.8117798017410557
533,"Lytton, Edward Bulwer Lyt",1853,teamred | random,uc2.ark+=13960=t6154fk9b,genrescorpus,"""My novel,""",,1.0074349442379182,0.628257722007722
108,"Bronte, Charlotte",1853,fic,9182,gutenberg,Villette,http://viaf.org/viaf/71388025,1.1506746626686657,0.6660016661551278
109,"Dickens, Charles",1853,fic,1023,gutenberg,Bleak House,http://viaf.org/viaf/88666393,1.4681255605381165,0.7609053497942386
534,"Irving, John Treat,",1853,teamblack | random,uc1.b3324210,genrescorpus,The attorney,,1.4808447122560673,0.7828944648836345
107,"Yonge, Charlotte Mary",1853,fic,2505,gutenberg,Heir of Redclyffe,http://viaf.org/viaf/71399881,1.5077666457372172,0.7897727272727273
110,"Gaskell, Elizabeth Cleghorn",1853,fic,4275,gutenberg,Ruth,http://viaf.org/viaf/39377536,1.5139553894663085,0.7717224526907995
111,"Thackeray, William Makepeace",1854,fic,7467,gutenberg,Newcomes,http://viaf.org/viaf/95208604,1.285483205937391,0.7262346883537069
112,"Trollope, Anthony",1855,fic,619,gutenberg,Warden,http://viaf.org/viaf/61683295,1.2506859756097561,0.7135599370993105
113,"Gaskell, Elizabeth Cleghorn",1855,fic,4276,gutenberg,North and south,http://viaf.org/viaf/39377536,1.649200615186523,0.8212337929615147
114,"Thackeray, William Makepeace",1856,fic,4558,gutenberg,Barry Lyndon,http://viaf.org/viaf/95208604,1.0847279455050038,0.6405296727676095
115,"Yonge, Charlotte Mary",1856,fic,3610,gutenberg,Daisy chain,http://viaf.org/viaf/71399881,1.499719515488978,0.771347306300003
116,"Trollope, Anthony",1857,fic,3409,gutenberg,Barchester Towers,http://viaf.org/viaf/61683295,1.2798111668026577,0.6796340725128366
118,"Dickens, Charles",1857,fic,963,gutenberg,Little Dorrit,http://viaf.org/viaf/88666393,1.3607430824423685,0.7032045326668673
117,"Hughes, Thomas",1857,fic,1480,gutenberg,Tom Brown's school days,http://viaf.org/viaf/41888346,1.6906402706427766,0.9508913555331315
125,"Ballantyne, R. M.",1858,fic,646,gutenberg,The Coral Island,http://viaf.org/viaf/64050447,1.190218544451517,0.7498993513755312
535,"Austin, Alfred,",1858,teamred | random,nyp.33433074920608,genrescorpus,Five years of it,,1.3302299337000987,0.742318587927653
126,"Eliot, George",1858,fic,17780,gutenberg,Scenes of clerical life,http://viaf.org/viaf/89000553,1.3368055555555556,0.7325859718224511
127,"Thackeray, William Makepeace",1858,fic,8123,gutenberg,The Virginians,http://viaf.org/viaf/95208604,1.339625087085433,0.7061654477244307
123,"Trollope, Anthony",1858,fic,7481,gutenberg,Three clerks,http://viaf.org/viaf/61683295,1.3644496527281562,0.71970976824778
124,"Trollope, Anthony",1858,fic,3166,gutenberg,Doctor Thorne,http://viaf.org/viaf/61683295,1.3803701626472238,0.7593510987678812
119,"Farrar, Frederic William",1858,fic,23126,gutenberg,"Eric, or Little by Little",http://viaf.org/viaf/72172918,1.4019489165960537,0.7671891616960281
120,"Farrar, Frederic William",1858,fic,23126,gutenberg,"Eric, or Little by Little",http://viaf.org/viaf/72172918,1.4121592517383545,0.8246971109040074
538,"MacDonald, George,",1858,teamblack | pbgothic | stew,uc2.ark+=13960=t2h70nx9q,genrescorpus,Phantastes,,1.4647272727272727,0.8773946360153256
536,"MacDonald, George,",1858,teamblack | pbgothic,uc2.ark+=13960=t9862rx2r,genrescorpus,Phantastes,,1.5858147229114972,0.9413637125146591
537,"Manning, Anne,",1858,teamblack | random,uiuo.ark+=13960=t7pn9mm7s,genrescorpus,The ladies of Bever Hollo,,1.83710582317663,0.7415834687717668
539,"Russell, William,",1859,det100 | teamblack,RecollectionsAD,genrescorpus,Recollections of a Detect,,0.9039145907473309,0.5614610296232384
540,"Hamel, Felix John.",1859,teamblack | locdetmyst,nyp.33433074870266,genrescorpus,"Harry Roughton, or, Remin",,0.9926827993519051,0.5884278101791633
542,"De Forest, John William,",1859,teamred | random,uc1.b3324220,genrescorpus,Seacliff;,,1.1923203390449746,0.6893539325842697
541,"Chorley, Henry Fothergill",1859,teamred | random,uiuo.ark+=13960=t9c53x809,genrescorpus,Roccabella,,1.315700507109476,0.7615169846440205
129,"Meredith, George",1859,fic,4412,gutenberg,Ordeal of Richard Feverel,http://viaf.org/viaf/14773801,1.354458796712026,0.691773611389613
128,"Dickens, Charles",1859,fic,98,gutenberg,A tale of two cities,http://viaf.org/viaf/88666393,1.3780679535330596,0.7541071368822565
130,"Eliot, George",1859,fic,507,gutenberg,Adam Bede,http://viaf.org/viaf/89000553,1.6999968407417938,0.9367798630425129
543,"Lawrence, George A.",1860,teamred | random,uc1.b3324403,genrescorpus,Sword and gown,,1.1871015567086731,0.6886005560704356
131,"Collins, Wilkie",1860,fic,2002,gutenberg,The woman in white,http://viaf.org/viaf/95173526,1.355036855036855,0.9508108108108108
132,"Eliot, George",1860,fic,6688,gutenberg,The mill on the floss,http://viaf.org/viaf/89000553,1.4978997310446949,0.7029174425822471
134,"Meredith, George",1861,fic,4434,gutenberg,Evan Harrington,http://viaf.org/viaf/14773801,1.2311735474006116,0.6603846432277214
135,"Eliot, George",1861,fic,550,gutenberg,Silas Marner,http://viaf.org/viaf/89000553,1.3978157805621403,0.8034243465853816
133,"Trollope, Anthony",1861,fic,2860,gutenberg,Framley Parsonage,http://viaf.org/viaf/61683295,1.5363852368129256,0.8019078884765439
138,"Wood, Henry, Mrs.",1861,fic,3322,gutenberg,East Lynne,http://viaf.org/viaf/14898332,1.5530348738988777,0.7667972015664188
137,"Dickens, Charles",1861,fic,1400,gutenberg,Great expectations,http://viaf.org/viaf/88666393,1.5541561712846348,0.7800450544844929
136,"Reade, Charles",1861,fic,1366,gutenberg,Cloister and hearth,http://viaf.org/viaf/44314913,1.711713428285619,0.8775337837837838
545,"Felix, Charles, pseud.",1863,teamred | blcrime,NottingHM,genrescorpus,Notting Hill Mystery,,1.0128412537917089,0.6658311699937338
141,"Eliot, George",1863,fic,24020,gutenberg,Romola,http://viaf.org/viaf/89000553,1.2244799348964956,0.7059470484722444
142,"Oliphant, Mrs. (Margaret)",1863,fic,42013;42044,gutenberg,Salem Chapel,http://viaf.org/viaf/49256072,1.3532810004417712,0.6661154539987973
140,"Reade, Charles",1863,fic,3067,gutenberg,Hard cash,http://viaf.org/viaf/44314913,1.3893232981048742,0.7130344589143713
546,"Braddon, M. E.",1863,sensation | teamblack | stew,dul1.ark+=13960=t1qf9gh9b,genrescorpus,Aurora Floyd,,1.4458521463710492,0.6869307156717269
544,"Trollope, Anthony,",1863,teamred | random,uc1.b4101364,genrescorpus,Rachel Ray,,1.672838894940093,0.7612350143995713
139,"Gaskell, Elizabeth Cleghorn",1863,fic,4537,gutenberg,Sylvia's lovers,http://viaf.org/viaf/39377536,1.7140749271241948,0.875305058185835
143,"Le Fanu, Joseph Sheridan",1864,fic,14851,gutenberg,Uncle Silas,http://viaf.org/viaf/9849196,1.2634902614680525,0.7072034692293279
145,"Charles, Elizabeth Rundle",1864,fic,36433,gutenberg,Chronicles of the Schonberg-Cotta family,http://viaf.org/viaf/95236972,1.5580242510699,0.9581973961033021
144,"Trollope, Anthony",1864,fic,19500,gutenberg,Can you forgive her?,http://viaf.org/viaf/61683295,1.6846237926342322,0.824712924107869
146,"Trollope, Anthony",1864,fic,4599,gutenberg,Small house at Allington,http://viaf.org/viaf/61683295,1.6975168683585107,0.8776283349034857
147,"Trollope, Anthony",1864,fic,4599,gutenberg,Small house at Allington,http://viaf.org/viaf/61683295,2.2172475961538463,0.8774448232549794
548,"Verne, Jules,",1865,teamred | anatscifi | stew,uva.x000380956,genrescorpus,From the Earth to the Moo,,0.8780583669057679,0.5511662574535251
547,"Williams, John Babbington",1865,teamred | locdetective | stew,nyp.33433074929393,genrescorpus,Leaves from the note-book,,1.0814060699193238,0.6989896955660726
151,"Lever, Charles James",1865,fic,35717,gutenberg,Luttrell Of Arran,http://viaf.org/viaf/32083550,1.3057212581344901,0.7721775070698281
150,"Dickens, Charles",1865,fic,883,gutenberg,Our mutual friend,http://viaf.org/viaf/88666393,1.4267388716057918,0.7407102030549073
550,"Murdoch, David.",1865,teamred | random,nyp.33433076060874,genrescorpus,The Royalist's daughter a,,1.4453202987848954,0.8317477284874398
549,"Ouida,",1865,teamred | sensation | stew,wu.89099780959,genrescorpus,Strathmore,,1.4975452377612568,0.7681816390082384
551,"Gaboriau, Emile,",1866,teamred | det100,uc1.32106006960592,genrescorpus,The widow Lerouge,,0.9731951393852752,0.5992600067272116
153,"Eliot, George",1866,fic,40882,gutenberg,Felix Holt,http://viaf.org/viaf/89000553,1.1698248765154917,0.6685367666450885
552,"Dostoevsky, Fyodor,",1866,teamred | lockandkey,dostoevskypunishment,genrescorpus,Crime and Punishment,,1.1915904292751582,0.7575314419420883
154,"Collins, Wilkie",1866,fic,1895,gutenberg,Armadale,http://viaf.org/viaf/95173526,1.2080271232669142,0.7466414553439363
152,"Carroll, Lewis",1866,fic,11,gutenberg,Alice's adventures in Wonderland,http://viaf.org/viaf/66462036,1.572206490960575,0.850024830326105
156,"Gaskell, Elizabeth Cleghorn",1866,fic,4274,gutenberg,Wives and daughters,http://viaf.org/viaf/39377536,1.584900544724064,0.7908298799277441
155,"Kingsley, Charles",1866,fic,7815,gutenberg,Hereward the wake,http://viaf.org/viaf/27081838,2.0408888035705717,1.0417929548056846
554,"Gaboriau, Emile,",1867,det100 | teamblack,mdp.39015030307881,genrescorpus,File no. 113,,1.0525554321859965,0.6143798024149286
557,"Gaboriau, Emile,",1867,det100 | teamblack,nyp.33433075833354,genrescorpus,The mystery of Orcival,,1.0569447256529663,0.634047360053552
556,"M___hlbach, L.",1867,teamblack | random,uc2.ark+=13960=t1sf2p11n,genrescorpus,Marie Antoinette and her ,,1.3303407063354953,0.7483515221137278
158,Ouida,1867,fic,3465,gutenberg,Under two flags,http://viaf.org/viaf/34490941,1.3562368140025525,0.7648453748517893
553,"Kirkus, William,",1867,teamblack | random,uiuo.ark+=13960=t42r4bj1d,genrescorpus,Only to be married,,1.464760097587422,0.8175875804310081
157,"Trollope, Anthony",1867,fic,3045,gutenberg,Last chronicle of Barset,http://viaf.org/viaf/61683295,1.6339379494223156,0.8080124794075197
555,"Broughton, Rhoda,",1867,teamred | sensation | stew,njp.32101067630820,genrescorpus,Not Wisely But Too Well,,1.7320881365825187,0.8922147513567016
560,"Capes, J. M.",1868,teamblack | random,uiuo.ark+=13960=t48p6974b,genrescorpus,The mosaic-worker's daugh,,1.106766735262075,0.6301630163016302
561,"Ellis, Edward S.",1868,teamblack | anatscifi | stew,EllisSteamManPrairies1868,genrescorpus,The Steam Man of the Prairies,,1.1560841720036596,0.6867979576951131
159,"Collins, Wilkie",1868,fic,155,gutenberg,The moonstone,http://viaf.org/viaf/95173526,1.1934908225696805,0.6701971500191956
558,"Alcott, Louisa May,",1868,teamblack | random,njp.32101068580768,genrescorpus,Kitty's class day ;,,1.3245333333333333,0.7766932270916335
562,"Speight, T. W.",1868,det100 | teamblack | stew,uiuo.ark+=13960=t3223k32d,genrescorpus,Under lock and key; a sto,,1.3501364013758748,0.8089642755614517
559,"Knight, Legh.",1868,teamred | random,uiuo.ark+=13960=t58d0ds3h,genrescorpus,Tonic bitters,,1.614892998934831,0.8156252191598289
160,"Blackmore, R. D.",1869,fic,17460,gutenberg,Lorna Doone,http://viaf.org/viaf/59105182,1.8602466236054023,0.9752592871959268
563,"Verne, Jules,",1870,teamred | anatscifi,mdp.39015004307362,genrescorpus,Twenty thousand leagues u,,1.1264113892979872,0.6761521806371791
163,"Collins, Wilkie",1870,fic,1586,gutenberg,Man and wife,http://viaf.org/viaf/95173526,1.1932651834034878,0.7004725841852372
162,"Dickens, Charles",1870,fic,564,gutenberg,The mystery of Edwin Drood,http://viaf.org/viaf/88666393,1.2987406151610559,0.6862349086665769
161,"Alcott, Louisa May",1870,fic,2787,gutenberg,An old-fashioned girl,http://viaf.org/viaf/29528997,1.612263409324545,0.825036075036075
165,"Lytton, Edward Bulwer Lytton",1871,fic,1951,gutenberg,Coming race,http://viaf.org/viaf/99871326,0.6993688147744097,0.48256583786964835
570,"Lytton, Edward Bulwer Lyt",1871,teamblack | anatscifi,uva.x030223689,genrescorpus,The coming race,,0.7315220084234867,0.5048693770289071
564,"Marryat, Florence,",1871,teamblack | random,nyp.33433074880075,genrescorpus,Her lord and master,,1.255030103432306,0.7718955047479317
566,"McWatters, George S",1871,teamred | locdetective,uc1.b3386909,genrescorpus,Knots untied,,1.2601973807647566,0.6861247773988108
565,"Spielhagen, Friedrich,",1871,teamred | lockandkey | stew,spielhagenskeleton,genrescorpus,The Skeleton in the House,,1.2830950901180858,0.7637294058911632
569,"Hardy, Thomas,",1871,sensation | teamblack | stew,mdp.39015018606049,genrescorpus,Desperate Remedies,,1.3296654574768239,0.7490633195953541
567,"Le Fanu, Joseph Sheridan,",1871,teamred | det100,njp.32101067344661,genrescorpus,Checkmate,,1.4838520258367587,0.822985233944138
568,"Farjeon, B. L.",1871,teamblack | random,uc2.ark+=13960=t6251m863,genrescorpus,Joshua Marvel,,1.6094269509094465,0.8011006289308176
164,"MacDonald, George",1871,fic,225,gutenberg,At the back of the north wind,http://viaf.org/viaf/64008667,2.0391061452513966,1.1071669425541046
168,"Butler, Samuel",1872,fic,1906,gutenberg,Erewhon,http://viaf.org/viaf/49578292,1.0101189419492278,0.64577670917834
571,"Le Fanu, Joseph Sheridan,",1872,teamblack | pbgothic | stew,inu.30000007695723,genrescorpus,In a glass darkly,,1.0746383363471972,0.6603802051901025
166,"MacDonald, George",1872,fic,708,gutenberg,Princess and  goblin,http://viaf.org/viaf/64008667,1.6257715077465675,0.9429307440800555
167,"Carroll, Lewis",1872,fic,12,gutenberg,Through the looking-glass,http://viaf.org/viaf/66462036,1.77210593763349,0.9367431485022307
170,"Hardy, Thomas",1873,fic,224,gutenberg,A pair of blue eyes,http://viaf.org/viaf/54148778,1.3729850413038625,0.7524508966695133
169,"Trollope, Anthony",1873,fic,7381,gutenberg,The Eustace diamonds,http://viaf.org/viaf/61683295,1.4684693431719986,0.7524550211454376
573,"Pinkerton, Allan,",1874,teamred | locdetective,njp.32101031806142,genrescorpus,The expressman and the de,,1.2060297445845458,0.6434043105686834
171,"Eliot, George",1874,fic,145,gutenberg,Middlemarch,http://viaf.org/viaf/89000553,1.2096369565996488,0.6454324294773671
574,"Pinkerton, Allan,",1874,teamred | locdetective,uc2.ark+=13960=t9t14vb5t,genrescorpus,The expressman and the de,,1.2226194345141372,0.6514345060366091
173,"Trollope, Anthony",1874,fic,18640,gutenberg,Phineas Redux,http://viaf.org/viaf/61683295,1.3008576010412067,0.7220692154375793
572,"Benedict, Frank Lee,",1874,teamred | random,njp.32101067707909,genrescorpus,John Worthington's name,,1.3229369119234922,0.7003896465349291
172,"Hardy, Thomas",1874,fic,27,gutenberg,Far from the madding crowd,http://viaf.org/viaf/54148778,1.376481663742565,0.7516389790592578
575,"Stockton, Frank Richard,",1874,teamblack | random,uc2.ark+=13960=t44q7rc7f,genrescorpus,What might have been expe,,1.75333421365377,0.8110633526443656
578,"Optic, Oliver,",1875,teamblack | random,nyp.33433082168877,genrescorpus,"Getting an indorser, and ",,1.0936158798283262,0.6467695059244355
576,"Du Boisgobey, Fortun__ÎÎ©,",1875,teamred | det100,nyp.33433075818801,genrescorpus,The golden tress,,1.0991937341626354,0.6126272912423625
581,"Pinkerton, Allan,",1875,teamblack | locdetmyst | stew,uc1.b4101416,genrescorpus,Claude Melnotte as a dete,,1.1966037050490375,0.6515477692821616
579,"Pinkerton, Allan,",1875,teamblack | locdetmyst,njp.32101031806159,genrescorpus,Claude Melnotte as a dete,,1.1970494267994738,0.6516440561048517
580,"Mason, Charles Welsh.",1875,teamblack | random,uiuo.ark+=13960=t1qf99m3q,genrescorpus,"The rape of the gamp; or,",,1.1993232851430329,0.6854222953130507
577,"Walraven, E. G.",1875,teamred | random,uc2.ark+=13960=t53f4sg3b,genrescorpus,"The two orphans, or, The ",,1.3246037215713302,0.6930150309460654
174,"Trollope, Anthony",1875,fic,5231,gutenberg,The way we live now,http://viaf.org/viaf/61683295,1.499840635956278,0.7737873660462493
177,"Meredith, George",1876,fic,4460,gutenberg,Beauchamp's career,http://viaf.org/viaf/14773801,1.020295253485251,0.5980715889578655
583,"Pinkerton, Allan,",1876,locdetective | teamblack,uc1.$b813705,genrescorpus,The spiritualists and the,,1.03711857151593,0.5943911439114391
585,"Gr__ÎÎ©ville, Henry,",1876,teamred | random,nyp.33433075818611,genrescorpus,Marrying off a daughter,,1.1282884310618067,0.6714107693316718
175,"Eliot, George",1876,fic,7469,gutenberg,Daniel Deronda,http://viaf.org/viaf/89000553,1.1713727352425483,0.6546810816978549
582,"Russell, William Clark,",1876,det100 | teamblack | stew,uc2.ark+=13960=t9474d81g,genrescorpus,Is he the man?,,1.2609333605054005,0.6828868061472435
176,"Trollope, Anthony",1876,fic,2158,gutenberg,Prime Minister,http://viaf.org/viaf/61683295,1.3864675064095418,0.7744722197685717
584,"Robinson, Frederick Willi",1876,teamred | random,uiuo.ark+=13960=t0ft97228,genrescorpus,As long as she lived,,1.5585407612274462,0.8319303338171262
