,author,date,genre,gutenberg_id,source,title,viaf_author_uri,dictcom_gl,oed_gl,Adverbs,Adjectives,Syllables
231,"Hardy, Thomas",1880,fic,2864,gutenberg,Trumpet-major,http://viaf.org/viaf/54148778,1.4325532474362346,0.7444617178390983,0.06303662285350858,0.07720744117023531,1.3314259739565228
232,"White, William Hale",1881,fic,3269,gutenberg,Autobiography of Mark Rutherford,http://viaf.org/viaf/79398669,,,0.06303662285350858,0.07720744117023531,1.3314259739565228
233,"Jefferies, Richard",1882,fic,35930,gutenberg,Bevis,http://viaf.org/viaf/59140022,1.9336359433446813,1.0135381181722072,0.06728255185637093,0.05982135644957635,1.2547898296378734
234,"Schreiner, Olive",1883,fic,1441,gutenberg,Story of an African farm,http://viaf.org/viaf/29554433,2.232428298279159,1.0948445913525617,0.06509502227977301,0.08262177704992954,1.2680124927339185
235,"Stevenson, Robert Louis",1883,fic,120,gutenberg,Treasure Island,http://viaf.org/viaf/95207986,1.577368274840263,0.9069848337275637,0.06340175434720166,0.07583022161338077,1.273235499650594
236,"Ewing, Juliana Horatia Gatty",1884,fic,20351,gutenberg,Jackanapes,http://viaf.org/viaf/13120498,1.225270157938487,0.6933667083854819,0.04966868337654855,0.0923653125900317,1.402258566978193
237,"Jewett, Sarah Orne",1884,fic,15294,gutenberg,A country doctor,http://viaf.org/viaf/44336104,1.5487579904757818,0.8798795751302347,0.06815086132890746,0.09986836833972415,1.335002240770825
238,"Howells, William Dean",1884,fic,154,gutenberg,The rise of Silas Lapham,http://viaf.org/viaf/95191935,1.558049734850435,0.8474045053868756,0.0695119484497356,0.06944259831825932,1.3140654497199864
239,"Murfree, Mary Noailles",1885,fic,35619,gutenberg,The prophet of the Great Smoky Mountains,http://viaf.org/viaf/16014354,1.1905298759864713,0.6837088935176419,0.0486170370117532,0.09611905655869202,1.3646903527465886
240,"Meredith, George",1885,fic,4470,gutenberg,Diana of the crossways,http://viaf.org/viaf/14773801,1.0374105176211454,0.5913772963788893,0.0474790912559684,0.08988955233115738,1.4078999165971644
241,"Pater, Walter",1885,fic,4057; 4058,gutenberg,"Marius, the Epicurean : his sensations and ideas (Vol. 1/2)",http://viaf.org/viaf/19689601,0.931026402124668,0.617662969975656,0.055053739642842325,0.11463073879905385,1.4790031570221698
242,"Haggard, H. Rider",1885,fic,2166,gutenberg,King Solomon's mines,http://viaf.org/viaf/9841446,1.4955158534001836,0.9355788481922035,0.05969204809112002,0.08751510038158425,1.3120397598852893
243,"Burnett, Frances Hodgson",1886,fic,479,gutenberg,Little Lord Fauntleroy,http://viaf.org/viaf/27061925,1.6540748898678415,0.8566305254378649,0.06751447206433192,0.09482148937842157,1.3147920006750484
244,"Stevenson, Robert Louis",1886,fic,26247,gutenberg,Strange case of Dr Jekyll and Mr Hyde,http://viaf.org/viaf/95207986,,,0.06751447206433192,0.09482148937842157,1.3147920006750484
245,"Stevenson, Robert Louis",1886,fic,421,gutenberg,Kidnapped,http://viaf.org/viaf/95207986,1.8721877767936226,0.940680573503169,0.0567846957049053,0.08074740143454079,1.25183763227915
246,"James, Henry",1886,fic,19717;19718,gutenberg,The Bostonians,http://viaf.org/viaf/36920030,1.0338203804005541,0.6247478848521361,0.06786615695709289,0.09149188449862979,1.3999150884187987
247,"Crawford, Francis Marion",1886,fic,13597,gutenberg,A tale of a lonely parish,http://viaf.org/viaf/4958780,1.3550259067357513,0.622602461288296,0.07514455174058178,0.08690987124463519,1.3802430897742737
248,"Hardy, Thomas",1886,fic,143,gutenberg,Mayor of Casterbridge,http://viaf.org/viaf/54148778,1.3243552412645592,0.745520434870143,0.06555353167375025,0.08539431963839979,1.3525782441036678
249,"Haggard, H. Rider",1887,fic,3155,gutenberg,She,http://viaf.org/viaf/9841446,,,0.06555353167375025,0.08539431963839979,1.3525782441036678
250,"Pater, Walter",1887,fic,4038,gutenberg,Imaginary portraits,http://viaf.org/viaf/19689601,0.9313126056979316,0.6042414721723519,0.05517038245423237,0.11992477795903571,1.4666627709928124
251,"Hardy, Thomas",1887,fic,482,gutenberg,Woodlanders,http://viaf.org/viaf/54148778,1.2802121970154403,0.6969385726592009,0.06677133835987509,0.08546271214709249,1.3543455322508406
252,"Ward, Humphry, Mrs.",1888,fic,8737,gutenberg,Robert Elsmere,http://viaf.org/viaf/27084321,1.314553143727577,0.6894113380877553,0.061674831676275056,0.09978575694025817,1.390605197873173
253,"Stevenson, Robert Louis",1889,fic,864,gutenberg,Master of Ballantrae,http://viaf.org/viaf/95207986,,,0.061674831676275056,0.09978575694025817,1.390605197873173
254,"Gissing, George",1889,fic,4301,gutenberg,Nether world,http://viaf.org/viaf/59083174,1.349555619266055,0.7114175066604411,0.06611729388645857,0.08654843137448527,1.3619674225487064
255,"Doyle, Arthur Conan",1890,fic,2097,gutenberg,The sign of four,http://viaf.org/viaf/65283845,1.3930455959951291,0.8090918679464192,0.0561127029608405,0.08611338518215308,1.3340922788455098
256,"Meredith, George",1891,fic,4476,gutenberg,One of our conquerors,http://viaf.org/viaf/14773801,1.0342449859108238,0.5871824180391749,0.04828128321624735,0.08844482456877586,1.410634515305298
257,"Gissing, George",1891,fic,1709,gutenberg,New Grub Street,http://viaf.org/viaf/59083174,1.2626360338573157,0.7393759501918482,0.06725410008853662,0.0848771027446351,1.3720104930530075
258,"Morris, William",1891,fic,3261,gutenberg,News from nowhere,http://viaf.org/viaf/22146194,1.36753265815353,0.8072517951456887,0.06957412204084092,0.0883480914804329,1.3318951295652395
259,"Wilde, Oscar",1891,fic,174,gutenberg,Picture of Dorian Gray,http://viaf.org/viaf/34464414,1.306217690982194,0.721382645491015,0.05669835945082593,0.08910415272843776,1.3429551801435138
260,"Kipling, Rudyard",1891,fic,5777,gutenberg,Life's handicap; being stories of mine own people,http://viaf.org/viaf/7524679,1.760676763542093,0.9220159404381234,0.05134025702764643,0.0802848771431058,1.2939975906733172
261,"Hardy, Thomas",1891,fic,110,gutenberg,Tess of the D'Urbervilles,http://viaf.org/viaf/54148778,1.342821833161689,0.7428873809375584,0.06581861577666488,0.08886815952806541,1.3465621247049404
262,"Grossmith, George",1892,fic,1026,gutenberg,Diary of a nobody,http://viaf.org/viaf/64144601,,,0.06581861577666488,0.08886815952806541,1.3465621247049404
263,"Baring-Gould, Sabine",1892,fic,40631,gutenberg,In the roar of the sea,http://viaf.org/viaf/66640079,1.3866997294860235,0.7641916941600626,0.05778580886023746,0.0746999196891754,1.3215671503901532
264,"Ward, Humphry, Mrs.",1892,fic,8076,gutenberg,The history of David Grieve (Vol. 1/3),http://viaf.org/viaf/27084321,1.4822146751273573,0.7613515329280482,0.06096348872991094,0.09198009905549129,1.3455537362419507
265,"Doyle, Arthur Conan, Sir",1892,fic,1661,gutenberg,The adventures of Sherlock Holmes,http://viaf.org/viaf/65283845,1.3643539438311503,0.7650363368852825,0.0614049463647199,0.08746275327771157,1.3286951232262172
266,"Wallace, Lew",1893,fic,6848;6849,gutenberg,"The prince of India, or, Why Constantinople fell (Vol. 1/2)",http://viaf.org/viaf/97214081,1.0884570457682914,0.6545044060884131,0.05306673048889276,0.08135702008224364,1.3961908995561607
267,"Stevenson, Robert Louis",1893,fic,329,gutenberg,Island nights' entertainments,http://viaf.org/viaf/95207986,,,0.05306673048889276,0.08135702008224364,1.3961908995561607
268,"Gissing, George",1893,fic,4313,gutenberg,Odd women,http://viaf.org/viaf/59083174,,,0.05306673048889276,0.08135702008224364,1.3961908995561607
269,"Henty, George Alfred",1894,fic,53717,gutenberg,Through the Sikh war; a tale of the conquest of the Punjaub,http://viaf.org/viaf/69058592,1.1176375273434336,0.6908948529935217,0.0599119773656083,0.07108456460232632,1.3472617697216627
270,"Du Maurier, George",1894,fic,39858,gutenberg,Trilby (Vol. 1/3),http://viaf.org/viaf/10144,,,0.0599119773656083,0.07108456460232632,1.3472617697216627
271,"Moore, George",1894,fic,8157,gutenberg,Esther Waters,http://viaf.org/viaf/88634979,1.8081484510786219,0.9182018348623853,0.0612281558575703,0.07242740138208233,1.2887138525257007
272,"Wells, H. G.",1895,fic,35,gutenberg,Time machine,http://viaf.org/viaf/97006424,1.0806546741374226,0.6645684541823024,0.06396081508429037,0.09736785790712604,1.4085858879646327
273,"Ward, Humphry, Mrs.",1895,fic,12181,gutenberg,Story of Bessie Costrell,http://viaf.org/viaf/27084321,1.6262906069000251,0.7480165574335977,0.058636760850568015,0.0809787357995922,1.3318657782008567
274,"Allen, Grant",1895,fic,4396,gutenberg,The woman who did,http://viaf.org/viaf/48393117,1.2566749733001068,0.722267946959305,0.06308128450405345,0.1037484043170477,1.4123632175081589
275,"Stevenson, Robert Louis",1896,fic,380,gutenberg,Weir of Hermiston,http://viaf.org/viaf/95207986,1.183901427913404,0.7003025449368215,0.04882490008178634,0.08862244031912103,1.3622390694776196
276,"Hardy, Thomas",1896,fic,153,gutenberg,Jude the obscure,http://viaf.org/viaf/54148778,1.31584013391923,0.7619423608369522,0.0685217992934492,0.08073967691549694,1.3412193613951802
277,"Hardy, Thomas",1897,fic,9438,gutenberg,Well-beloved,http://viaf.org/viaf/54148778,,,0.0685217992934492,0.08073967691549694,1.3412193613951802
278,"Gissing, George",1897,fic,4299,gutenberg,Whirlpool,http://viaf.org/viaf/59083174,1.2883565692034906,0.6976548732547105,0.06826009158425367,0.0836283526378574,1.3863590327889606
279,"Stoker, Bram",1897,fic,345,gutenberg,Dracula,http://viaf.org/viaf/17229847,1.6494928489581122,0.9439592908732765,0.06874478151962149,0.0849176428914809,1.2741462616704835
280,"Zangwill, Israel",1898,fic,29875,gutenberg,Dreamers of the Ghetto,http://viaf.org/viaf/56617927,1.2581872735921549,0.690609564281575,0.05036812736092685,0.10058434521940796,1.4008171334431632
281,"Churchill, Winston",1899,fic,5373,gutenberg,Richard Carvel,http://viaf.org/viaf/94507588,1.5042769047145415,0.7037522529903326,0.05201503989543219,0.07907940618058629,1.3137100190637576
282,"Brown, George Douglas",1901,fic,25876,gutenberg,The house with the green shutters,http://viaf.org/viaf/7534248,1.538420693317151,0.7695672074454559,0.04705216877072995,0.09012761508069148,1.306986314037359
283,"Butler, Samuel",1903,fic,2084,gutenberg,The way of all flesh,http://viaf.org/viaf/49578292,1.388382687927107,0.7925469571750563,0.07504715502310211,0.08972046193934348,1.3565279414501024
284,"Wister, Owen",1902,fic,1298,gutenberg,The Virginian,http://viaf.org/viaf/100961029,1.5820039253183031,0.8188715380082499,0.067135285715972,0.07780020538970926,1.3191993906700274
285,"Wister, Owen",1902,fic,1298,gutenberg,The Virginian,http://viaf.org/viaf/100961029,1.5820039253183031,0.8188715380082499,0.067135285715972,0.07780020538970926,1.3191993906700274
286,"Wister, Owen",1902,fic,1298,gutenberg,The Virginian,http://viaf.org/viaf/100961029,1.5820039253183031,0.8188715380082499,0.067135285715972,0.07780020538970926,1.3191993906700274
287,"Wister, Owen",1902,fic,1298,gutenberg,The Virginian,http://viaf.org/viaf/100961029,1.5820039253183031,0.8188715380082499,0.067135285715972,0.07780020538970926,1.3191993906700274
288,"James, Henry",1888,fic,211,gutenberg,The Aspern papers,http://viaf.org/viaf/36920030,1.1254129955947136,0.6667419282004967,0.06995126589801498,0.08437339038789175,1.358406535272262
289,"Wister, Owen",1902,fic,1298,gutenberg,The Virginian,http://viaf.org/viaf/100961029,1.5820039253183031,0.8188715380082499,0.067135285715972,0.07780020538970926,1.3191993906700274
290,"Wister, Owen",1902,fic,1298,gutenberg,The Virginian,http://viaf.org/viaf/100961029,1.5820039253183031,0.8188715380082499,0.067135285715972,0.07780020538970926,1.3191993906700274
291,"Wister, Owen",1902,fic,1298,gutenberg,The Virginian,http://viaf.org/viaf/100961029,1.5820039253183031,0.8188715380082499,0.067135285715972,0.07780020538970926,1.3191993906700274
292,"Wister, Owen",1902,fic,1298,gutenberg,The Virginian,http://viaf.org/viaf/100961029,1.5820039253183031,0.8188715380082499,0.067135285715972,0.07780020538970926,1.3191993906700274
293,"Abbott, Eleanor Hallowell",1914,fic,22982,gutenberg,Little Eve Edgarton,,,,0.067135285715972,0.07780020538970926,1.3191993906700274
294,"Abbott, Eleanor Hallowell",1910,fic,18665,gutenberg,Molly Make-Believe,,1.053470919324578,0.6570931244560487,0.08309805624932132,0.10182973178412423,1.459793503655136
295,"Abbott, Eleanor Hallowell",1920,fic,22947,gutenberg,"Peace On Earth, Good-Will To Dogs",,,,0.08309805624932132,0.10182973178412423,1.459793503655136
296,"Abbott, Eleanor Hallowell",1921,fic,43025,gutenberg,Rainy Week,,1.2023366285787649,0.6542117647058824,0.07865738473378577,0.08986916672497026,1.4211266216149558
297,"Abbott, Eleanor Hallowell",1915,fic,22946,gutenberg,The Indiscreet Letter,,,,0.07865738473378577,0.08986916672497026,1.4211266216149558
298,"Abbott, Eleanor Hallowell",1913,fic,14506,gutenberg,The White Linen Nurse,,,,0.07865738473378577,0.08986916672497026,1.4211266216149558
299,"Abbott, Jane",1920,fic,32053,gutenberg,Happy House,,1.5528224225793807,0.8443871917556128,0.0672551636044297,0.08075865923062009,1.341018724214535
300,"Abbott, Jane",1920,fic,29865,gutenberg,Highacres,,1.4483254965934171,0.7859849839113335,0.06525968633591953,0.08650675018388022,1.3565487732568389
301,"Abbott, Jane",1918,fic,6860,gutenberg,Keineth,,1.6158245948522403,0.8425062656641604,0.06420141354705623,0.08307125224037064,1.3248890164984428
302,"Abbott, Jane",1922,fic,19057,gutenberg,Red-Robin,,1.4553949365066687,0.7839719181342218,0.06557848565470627,0.08865011453635888,1.3401810537272143
303,"Abernathy, Robert",1954,fic,31762,gutenberg,The Record of Currupira,,0.7978359908883826,0.5121140142517815,0.048983271561654815,0.08784934388460383,1.51796211626388
304,"Abernathy, Robert",1953,fic,35879,gutenberg,The Rotifers,,1.0236826524570752,0.5948191593352884,0.051601254395134466,0.08362634229782381,1.458179126572909
305,"Abernathy, Robert",1955,fic,32068,gutenberg,World of the Drone,,1.0506472859414036,0.6146944303368884,0.06626224918338777,0.08599426704886341,1.425242803013806
306,"Adams, Samuel Hopkins",1911,fic,6864,gutenberg,Average Jones,,1.0885274219087375,0.6080846537147976,0.0537092230433185,0.08057404156289552,1.4298859683881477
307,"Adams, Samuel Hopkins",1915,fic,22196,gutenberg,Little Miss Grouch: A Narrative Based on the Log of Alexander Forsyth Smith's Maiden Transatlantic Voyage,,1.0606410626624314,0.6215830497310353,0.05918351386227662,0.08448363508387753,1.4168695403121867
308,"Adams, Samuel Hopkins",1917,fic,44328,gutenberg,Our Square and the People in It,,1.2186666666666666,0.6723432343234323,0.057223034200526164,0.09021923414206372,1.3837459807073955
309,"Adams, Samuel Hopkins",1921,fic,15431,gutenberg,Success: A Novel,,1.105857911800812,0.6205234652733043,0.061275930733748395,0.0801678723565145,1.4147954263672682
310,"Adams, Samuel Hopkins",1914,fic,16447,gutenberg,The Clarion,,1.047478007161487,0.6186583893774789,0.05741829867216395,0.07562450736676166,1.4108924684370918
311,"Adams, Samuel Hopkins",1912,fic,36335,gutenberg,The Secret of Lonesome Cove,,1.2737163580836037,0.6801931015182257,0.05801902820251444,0.07270278141837774,1.3674388343862893
312,"Anderson, Sherwood",1917,fic,7045,gutenberg,Marching Men,,1.6121653236288016,0.843013496273417,0.04303261632124044,0.08067872388494512,1.3265393841077049
313,"Anderson, Sherwood",1920,fic,7414,gutenberg,Poor White: A Novel,,1.6623600344530578,0.862420037841247,0.052870388636811996,0.07898993884395344,1.3165388526978368
314,"Anderson, Sherwood",1921,fic,7048,gutenberg,"Triumph of the Egg, and Other Stories",,,,0.052870388636811996,0.07898993884395344,1.3165388526978368
315,"Anderson, Sherwood",1916,fic,7443,gutenberg,Windy McPherson's Son,,1.6071448382981084,0.8203520214055772,0.04140045224834201,0.08107841500614633,1.3229504943349932
316,"Anderson, Sherwood",1919,fic,416,gutenberg,"Winesburg, Ohio: A Group of Tales of Ohio Small Town Life",,1.7240437158469946,0.857670038811478,0.05475227616745363,0.0843932855884147,1.3222442244224422
317,"Austin, Mary Hunter",1912,fic,38592,gutenberg,A Woman of Genius,,1.2810066810669614,0.7245957978598766,0.06297558815240294,0.08421349294753935,1.3605860459813175
318,"Austin, Mary Hunter",1904,fic,35502,gutenberg,The Basket Woman: A Book of Indian Tales for Children,,1.9828760459233314,0.9559417946645109,0.05864464764640044,0.08050176335184676,1.2764094002825221
319,"Austin, Mary Hunter",1913,fic,20359,gutenberg,The Lovely Lady,,1.4088634739099357,0.7534037979218918,0.06383142826291514,0.08010551159239206,1.3485472387916106
320,"Austin, Mary Hunter",1918,fic,9913,gutenberg,The Trail Book,,1.9287617876178762,0.9732229432386067,0.0501932164346993,0.0729270944338597,1.2671248819091694
321,"Ayres, Ruby M. (Ruby Mildred)",1920,fic,42085,gutenberg,A Bachelor Husband,,1.9688520853908684,0.8594982078853046,0.07792517399161764,0.07342638520398355,1.2854944169567508
322,"Ayres, Ruby M. (Ruby Mildred)",1920,fic,30817,gutenberg,The Beggar Man,,1.5733314236608422,0.7744785780334943,0.0730770538051052,0.07647598654022637,1.29645591673926
323,"Ayres, Ruby M. (Ruby Mildred)",1919,fic,30286,gutenberg,The Phantom Lover,,1.7342767295597483,0.8234451284228401,0.07886684197944059,0.06603713443302255,1.287905212443592
324,"Ayres, Ruby M. (Ruby Mildred)",1918,fic,17446,gutenberg,The Second Honeymoon,,1.6723813737418427,0.7881296912481622,0.0782356207486928,0.0701610291055481,1.3100780234070222
325,"Bacon, Josephine Daskam",1908,fic,42692,gutenberg,An Idyll of All Fools' Day,,0.9643805309734513,0.5679357317499126,0.06448083574504129,0.09568010164466718,1.4298403886190145
326,"Bacon, Josephine Daskam",1909,fic,22310,gutenberg,In the Border Country,,1.7066705505388873,0.9144694533762058,0.05972668012309321,0.08639687634426392,1.276921088904204
327,"Bacon, Josephine Daskam",1924,fic,26277,gutenberg,Margarita's Soul: The Romantic Recollections of a Man of Fifty,,1.3021682671981638,0.7178146828884674,0.06737402737902051,0.10182665501601965,1.382793217296535
328,"Baird, Jean K. (Jean Katherine)",1907,fic,26258,gutenberg,Elizabeth Hobart at Exeter Hall,,1.3353408157678621,0.7870790916209867,0.06221360592174833,0.07903217684676973,1.3735974556432735
329,"Baird, Jean K. (Jean Katherine)",1910,fic,26973,gutenberg,Hester's Counterpart: A Story of Boarding School Life,,1.4487531999620746,0.825143388621919,0.06115334693120712,0.07590085913838927,1.3457776126795444
330,"Baird, Jean K. (Jean Katherine)",1920,fic,35822,gutenberg,That Little Girl of Miss Eliza's: A Story for Young People,,1.560289389067524,0.8788227767114524,0.061880885410297175,0.08273205332028861,1.3351402978910143
331,"Bassett, Sara Ware",1924,fic,23560,gutenberg,Carl and the Cotton Gin,,1.2865940735451624,0.6980889999324735,0.07055380297232784,0.07277285321882235,1.3740193852465434
332,"Bassett, Sara Ware",1921,fic,18902,gutenberg,Flood Tide,,1.2131568059577988,0.6700479527849502,0.06463483175855524,0.0785374182122822,1.3854213790587377
333,"Bassett, Sara Ware",1907,fic,23973,gutenberg,Mrs. Christy's Bridge Party,,0.7938218390804598,0.4838107098381071,0.04755833227081474,0.07407879637893663,1.5430520034100597
334,"Bassett, Sara Ware",1933,fic,43773,gutenberg,Shifting Sands,,1.289666968507898,0.7729842769731237,0.0691363083115412,0.0700401296682373,1.369805833547173
335,"Bassett, Sara Ware",1922,fic,23292,gutenberg,Ted and the Telephone,,1.2081933456161267,0.6975313914751858,0.06934701756037852,0.0755143354832635,1.3957336169709862
336,"Bassett, Sara Ware",1920,fic,27471,gutenberg,The Wall Between,,1.1870132398753894,0.6600682087781732,0.06673487796012331,0.07688579544689617,1.3874811818692978
337,"Bassett, Sara Ware",1923,fic,23728,gutenberg,Walter and the Wireless,,1.2273262661955242,0.7123326286116983,0.07105936792359949,0.06982868957369302,1.3690597051003142
338,"Beach, Rex",1922,fic,6425,gutenberg,Flowing Gold,,1.110949804232106,0.6740668455720907,0.06417317389062833,0.08658694531417004,1.3771007610145742
339,"Beach, Rex",1910,fic,6488,gutenberg,Going Some,,1.363307960263192,0.7251461988304093,0.059402234134946545,0.06944985175646132,1.3669728852014147
340,"Beach, Rex",1915,fic,5099,gutenberg,Heart of the Sunset,,1.2370048833423766,0.6896391053880041,0.062193698949824974,0.08569865810968495,1.381477031871148
341,"Beach, Rex",1916,fic,5086,gutenberg,Rainbow's End,,1.1711135177709955,0.6499233128834356,0.06509679064414535,0.0870116534695087,1.3991996588114661
342,"Beach, Rex",1914,fic,5143,gutenberg,The Auction Block,,1.1382548927016107,0.6445142580956984,0.06361166095538102,0.08125634094601593,1.3997448228481697
343,"Beach, Rex",1908,fic,4082,gutenberg,The Barrier,,1.478451687171739,0.8109557354641993,0.06376725166127109,0.07933208383029478,1.2953517689647596
344,"Beach, Rex",1913,fic,5233,gutenberg,The Iron Trail,,1.1604726100966702,0.6412533512064343,0.061597297276870404,0.08167877198418877,1.3885446882485522
345,"Beach, Rex",1911,fic,5405,gutenberg,The Ne'er-Do-Well,,1.2218960128800076,0.7116811453711643,0.06631801704461905,0.08028744413827495,1.3752614880412803
346,"Beach, Rex",1912,fic,6379,gutenberg,The Net,,1.2169224624864494,0.6398016386373436,0.0625870446597134,0.08334622883847606,1.38452387057074
347,"Beach, Rex",1909,fic,6017,gutenberg,The Silver Horde,,1.2709723677679112,0.6962947456562696,0.06297150875568704,0.07994763223944508,1.3632310083543813
348,"Beach, Rex",1906,fic,5076,gutenberg,The Spoilers,,1.3706392275706534,0.7545726114983491,0.05885441697370997,0.07821149498940923,1.3239806217198224
349,"Beach, Rex",1918,fic,5062,gutenberg,The Winds of Chance,,1.1575877232343175,0.654365065742044,0.06229105965342739,0.08411593313908909,1.3633607658716829
350,"Bell, Lilian",1904,fic,18895,gutenberg,At Home with the Jardines,,1.3997589393330654,0.7615666513971598,0.060058221616961734,0.07583802896088157,1.3524531564334048
351,"Bell, Lilian",1906,fic,40850,gutenberg,Carolina Lee,,1.4320582022999295,0.7346767924415476,0.05911766185421802,0.08339453694853866,1.3809126621105312
352,"Bell, Lilian",1893,fic,22047,gutenberg,The Love Affairs of an Old Maid,,1.3791803278688524,0.7835420393559929,0.0720505052644959,0.09054509247293605,1.3608790745474189
353,"Cabell, James Branch",1909,fic,22463,gutenberg,Chivalry,,1.4290204295442641,0.7053789731051344,0.05668210537241013,0.08470530235213222,1.3701204904171365
354,"Cabell, James Branch",1913,fic,9663,gutenberg,Domnei: A Comedy of Woman-Worship,,1.2426765340733887,0.6686370353529613,0.06228459395315241,0.08564647611185636,1.3918186030032977
355,"Cabell, James Branch",1921,fic,11639,gutenberg,Figures of Earth: A Comedy of Appearances,,1.316883116883117,0.7395710289089213,0.0674016588650735,0.08901001888806767,1.3656571011995493
356,"Cabell, James Branch",1919,fic,8771,gutenberg,Jurgen: A Comedy of Justice,,1.2666071086720694,0.7136628619017293,0.07575435092257568,0.08324465037083122,1.3843072597947514
357,"Cabell, James Branch",1916,fic,288,gutenberg,The Certain Hour (Dizain des Po?tes),,1.0770552850186192,0.594910394265233,0.06636573056898228,0.08825683431204144,1.4254721060977367
358,"Cabell, James Branch",1909,fic,9608,gutenberg,The Cords of Vanity: A Comedy of Shirking,,1.196394942157654,0.6283687244420357,0.07729047552642589,0.0821189513317529,1.4019261787325557
359,"Cabell, James Branch",1904,fic,10882,gutenberg,The Eagle's Shadow,,,,0.07729047552642589,0.0821189513317529,1.4019261787325557
360,"Cabell, James Branch",1905,fic,9488,gutenberg,The Line of Love; Dizain des Mariages,,1.4829545454545454,0.7471612414837244,0.060974970515004584,0.08852050845236535,1.352957886513742
361,"Cabell, James Branch",1915,fic,10041,gutenberg,The Rivet in Grandfather's Neck: A Comedy of Limitations,,1.1560629921259842,0.6283743608039006,0.07333416313998838,0.08696373744917434,1.4173864115909411
362,"Cobb, Irvin S. (Irvin Shrewsbury)",1912,fic,44223,gutenberg,Back Home: Being the Narrative of Judge Priest and His People,,1.3425984864559022,0.7499740744581562,0.060771532582385115,0.09436407646711266,1.3426024868855644
363,"Cobb, Irvin S. (Irvin Shrewsbury)",1920,fic,22530,gutenberg,From Place to Place,,1.1508238276299112,0.7021500457456542,0.06453599723260464,0.09284273938391704,1.3762630862702656
364,"Cobb, Irvin S. (Irvin Shrewsbury)",1920,fic,22530,gutenberg,From Place to Place,,1.8131035148706065,1.0028417951828106,0.06453599723260464,0.09284273938391704,1.3762630862702656
365,"Cobb, Irvin S. (Irvin Shrewsbury)",1922,fic,36365,gutenberg,"J. Poindexter, Colored",,1.4760246450575945,0.9438279373069443,0.07497020077710181,0.07636341119831576,1.2934685107536976
366,"Cobb, Irvin S. (Irvin Shrewsbury)",1927,fic,45320,gutenberg,Ladies and Gentlemen,,1.1974865350089767,0.7017733933968181,0.06801089145992124,0.08741510026013989,1.384041759880686
367,"Cobb, Irvin S. (Irvin Shrewsbury)",1915,fic,41297,gutenberg,Local Color,,1.1824310200668897,0.6732681110627006,0.06115467175481486,0.0926003219843778,1.3944538657211132
368,"Crane, Stephen",1893,fic,447,gutenberg,Maggie: A Girl of the Streets,,1.190165361183638,0.5812460864120226,0.03886033191364371,0.081039800264356,1.3953002824743113
369,"Crane, Stephen",1903,fic,29573,gutenberg,The O'Ruddy: A Romance,,1.4753951494208741,0.8006160065450696,0.05935105830411635,0.08253798208024932,1.3141559658535078
370,"Crane, Stephen",1895,fic,73,gutenberg,The Red Badge of Courage: An Episode of the American Civil War,,1.1888740839440373,0.6163220709362918,0.04776675935003777,0.08714379851813754,1.3742014379388139
371,"Ferber, Edna",1912,fic,352,gutenberg,Buttered Side Down: Stories,,1.521426596627039,0.8703383802459099,0.05482452659481595,0.08414152156314979,1.3305850364003158
372,"Ferber, Edna",1918,fic,11395,gutenberg,Cheerful?By Request,,1.5099465558194773,0.7769888572168956,0.05943591834610079,0.09088464174481856,1.3356849605964796
373,"Ferber, Edna",1911,fic,1602,gutenberg,Dawn O'Hara: The Girl Who Laughed,,1.5156779661016948,0.7964777947932619,,,
374,"Ferber, Edna",1915,fic,453,gutenberg,Emma McChesney and Co.,,1.3200109875017167,0.7604436612418368,,,
375,"Ferber, Edna",1917,fic,350,gutenberg,Fanny Herself,,1.4761874842925358,0.7684646530460278,,,
376,"Ferber, Edna",1922,fic,20419,gutenberg,Gigolo,,1.5160885109672433,0.8081666782802592,,,
377,"Ferber, Edna",1920,fic,14714,gutenberg,Half Portions,,1.4810102899906454,0.7795390000660458,,,
378,"Fisher, Dorothy Canfield",1915,fic,13091,gutenberg,Hillsboro People,,1.5275333985011403,0.829896654748494,,,
379,"Fisher, Dorothy Canfield",1918,fic,35616,gutenberg,Home Fires in France,,1.439630314232902,0.7776273481130479,,,
380,"Fisher, Dorothy Canfield",1922,fic,37451,gutenberg,Rough-Hewn,,1.5706232141478107,0.8043249529294495,0.0712481970901385,0.09272908041094675,1.3475596645882606
381,"Fisher, Dorothy Canfield",1915,fic,11221,gutenberg,The Bent Twig,,1.2743289497387857,0.6542990505489843,0.0679436569616063,0.10115462715473585,1.4203449265198125
382,"Fisher, Dorothy Canfield",1921,fic,14957,gutenberg,The Brimming Cup,,1.6039871769184533,0.8271381519418003,0.07365118155072602,0.0901110372971434,1.3381096784647792
383,"Fisher, Dorothy Canfield",1912,fic,23768,gutenberg,The Squirrel-Cage,,1.3562852242097525,0.7167391464583179,0.06856842930679044,0.09457169236217386,1.3984866113654817
384,"Fisher, Dorothy Canfield",1916,fic,5347,gutenberg,Understood Betsy,,1.7859948530407694,0.8470757430488974,0.08097589218224803,0.08782707988227537,1.333532072368421
385,"Fitzgerald, F. Scott (Francis Scott)",1922,fic,9830,gutenberg,The Beautiful and Damned,,1.1827672789744945,0.61960165012247,0.062044498567869324,0.09069953836308396,1.4445140290882124
