,index,author,viaf_author_uri,title,downloads,date,gutenberg_id,genre,source
1180,1099,"Curwood, James Oliver",,The Hunted Woman,23,date?,11328,fic,gutenberg
1181,506,"Curwood, James Oliver",,The River's End,26,date?,4747,fic,gutenberg
1182,496,"Curwood, James Oliver",,The Valley of Silent Men: A Story of the Three River Country,19,date?,4707,fic,gutenberg
1183,1153,"Curwood, James Oliver",,The Wolf Hunters: A Tale of Adventure in the Wilderness,40,date?,12170,fic,gutenberg
1184,2121,"Curwood, James Oliver",,Thomas Jefferson Brown,6,date?,23181,fic,gutenberg
1185,1486,"Dalrymple, Leona",,Diane of the Green Van,14,date?,16101,fic,gutenberg
1186,2609,"Dalrymple, Leona",,Jimsy: The Christmas Kid,6,date?,28110,fic,gutenberg
1187,1480,"Dalrymple, Leona",,Kenny,7,date?,16040,fic,gutenberg
1188,3766,"Dana, Marvin",,"The Shooting of Dan McGrew, A Novel. Based on the Famous Poem of Robert Service",16,date?,36232,fic,gutenberg
1189,132,"Dana, Marvin",,Within the Law: From the Play of Bayard Veiller,11,date?,905,fic,gutenberg
1190,1275,"Daviess, Maria Thompson",,Andrew the Glad,8,date?,13679,fic,gutenberg
1191,2788,"Daviess, Maria Thompson",,Blue-grass and Broadway,18,date?,29391,fic,gutenberg
1192,1410,"Daviess, Maria Thompson",,Over Paradise Ridge: A Romance,9,date?,15243,fic,gutenberg
1193,1395,"Daviess, Maria Thompson",,Phyllis,7,date?,15093,fic,gutenberg
1194,1406,"Daviess, Maria Thompson",,Rose of Old Harpeth,8,date?,15195,fic,gutenberg
1195,1232,"Daviess, Maria Thompson",,The Daredevil,11,date?,12931,fic,gutenberg
1196,1543,"Daviess, Maria Thompson",,The Golden Bird,12,date?,16963,fic,gutenberg
1197,1683,"Daviess, Maria Thompson",,The Heart's Kingdom,13,date?,18756,fic,gutenberg
1198,1467,"Daviess, Maria Thompson",,The Melting of Molly,34,date?,15817,fic,gutenberg
1199,1468,"Daviess, Maria Thompson",,The Melting of Molly,11,date?,15818,fic,gutenberg
1200,435,"Daviess, Maria Thompson",,The Road to Providence,13,date?,3745,fic,gutenberg
1201,1379,"Daviess, Maria Thompson",,The Tinder-Box,23,date?,14863,fic,gutenberg
1202,3617,"Davis, Owen",,Lola,14,date?,34724,fic,gutenberg
1203,4211,"Davis, William Stearns",,"""God Wills It!"" A Tale of the First Crusade.",24,date?,41549,fic,gutenberg
1204,1454,"Davis, William Stearns",,"A Friend of C?sar: A Tale of the Fall of the Roman Republic. Time, 50-47 B.C.",48,date?,15694,fic,gutenberg
1205,2575,"Davis, William Stearns",,A Victor of Salamis,20,date?,27587,fic,gutenberg
1206,2987,"Dawson, A. J. (Alec John)",,Finn The Wolfhound,42,date?,30550,fic,gutenberg
1207,1490,"Dawson, A. J. (Alec John)",,Jan: A Dog and a Romance,18,date?,16252,fic,gutenberg
1208,2591,"Dawson, A. J. (Alec John)",,The Message,7,date?,27860,fic,gutenberg
1209,3006,"Dawson, A. J. (Alec John)",,The Record of Nicholas Freydon: An Autobiography,7,date?,30704,fic,gutenberg
1210,2789,"Dawson, Coningsby",,Murder Point: A Tale of Keewatin,15,date?,29400,fic,gutenberg
1211,2378,"Dawson, Coningsby",,The Kingdom Round the Corner: A Novel,16,date?,25702,fic,gutenberg
1212,837,"Day, Holman",,"All-Wool Morrison: Time -- Today, Place -- the United States, Period of Action -- Twenty-four Hours",4,date?,7931,fic,gutenberg
1213,2307,"Day, Holman",,Blow The Man Down: A Romance Of The Coast,30,date?,24793,fic,gutenberg
1214,2063,"Day, Holman",,Joan of Arc of the North Woods,8,date?,22667,fic,gutenberg
1215,3637,"Day, Holman",,"King Spruce, A Novel",6,date?,34948,fic,gutenberg
1216,498,"Day, Holman",,The Landloper: The Romance of a Man on Foot,13,date?,4712,fic,gutenberg
1217,2062,"Day, Holman",,The Rainy Day Railroad War,7,date?,22666,fic,gutenberg
1218,1413,"Day, Holman",,The Ramrodders: A Novel,7,date?,15278,fic,gutenberg
1219,1514,"Day, Holman",,The Skipper and the Skipped: Being the Shore Log of Cap'n Aaron Sproul,5,date?,16631,fic,gutenberg
1220,501,"Day, Holman",,When Egypt Went Broke: A Novel,8,date?,4733,fic,gutenberg
1221,1027,"De La Pasture, Henry, Mrs.",,Peter's Mother,2,date?,10452,fic,gutenberg
1222,3306,"De Vet, Charles V. (Charles Vincent)",,Big Stupe,23,date?,32551,fic,gutenberg
1223,3513,"De Vet, Charles V. (Charles Vincent)",,Delayed Action,31,date?,33790,fic,gutenberg
1224,2477,"De Vet, Charles V. (Charles Vincent)",,Monkey On His Back,30,date?,26569,fic,gutenberg
1225,2895,"De Vet, Charles V. (Charles Vincent)",,There is a Reaper ...,54,date?,29954,fic,gutenberg
1226,2983,"De Vet, Charles V. (Charles Vincent)",,Vital Ingredient,39,date?,30491,fic,gutenberg
1227,3216,"De Vet, Charles V. (Charles Vincent)",,Wheels Within,33,date?,32127,fic,gutenberg
1228,1426,"De la Mare, Walter",,"Henry Brocken: His Travels and Adventures in the Rich, Strange, Scarce-Imaginable Regions of Romance",25,date?,15432,fic,gutenberg
1229,377,"De la Mare, Walter",,The Return,47,date?,3075,fic,gutenberg
1230,3328,"De la Mare, Walter",,The Three Mulla-mulgars,35,date?,32620,fic,gutenberg
1231,2351,"De la Roche, Mazo",,Explorers of the Dawn,17,date?,25283,fic,gutenberg
1232,3303,"DeFord, Miriam Allen",,One Way,34,date?,32541,fic,gutenberg
1233,3178,"DeFord, Miriam Allen",,The Eel,39,date?,31981,fic,gutenberg
1234,4463,"Dean, Graham M.",,"Agent Nine Solves His First Case: A Story of the Daring Exploits of the ""G"" Men",23,date?,44351,fic,gutenberg
1235,4487,"Dean, Graham M.",,"Agent Nine and the Jewel Mystery: A Story of Thrilling Exploits of the ""G"" Men",27,date?,44786,fic,gutenberg
1236,4521,"Dean, Graham M.",,Daring Wings,8,date?,45491,fic,gutenberg
1237,4494,"Dean, Graham M.",,Slim Evans and His Horse Lightning,19,date?,44923,fic,gutenberg
1238,4520,"Dean, Graham M.",,The Sky Trail,6,date?,45485,fic,gutenberg
1239,4602,"Dean, Graham M.",,The Treasure Hunt of the S-18,12,date?,46688,fic,gutenberg
1240,4312,"Deeping, Warwick",,Love Among the Ruins,44,date?,42284,fic,gutenberg
1241,3795,"Dejeans, Elizabeth",,Nobody's Child,8,date?,36531,fic,gutenberg
1242,1760,"Del Rey, Lester",,Badge of Infamy,60,date?,19471,fic,gutenberg
1243,1923,"Del Rey, Lester",,Badge of Infamy,7,date?,21439,fic,gutenberg
1244,2934,"Del Rey, Lester",,Dead Ringer,52,date?,30234,fic,gutenberg
1245,3083,"Del Rey, Lester",,Let 'Em Breathe Space!,56,date?,31286,fic,gutenberg
1246,3271,"Del Rey, Lester",,No Strings Attached,67,date?,32395,fic,gutenberg
1247,1822,"Del Rey, Lester",,Police Your Planet,100,date?,20212,fic,gutenberg
1248,3122,"Del Rey, Lester",,Pursuit,47,date?,31587,fic,gutenberg
1249,1685,"Del Rey, Lester",,The Sky Is Falling,82,date?,18768,fic,gutenberg
1250,2238,"Del Rey, Lester",,Victory,38,date?,24196,fic,gutenberg
1251,3636,"Delafield, E. M.",,Consequences,34,date?,34935,fic,gutenberg
1252,3833,"Delafield, E. M.",,The War-Workers,23,date?,37181,fic,gutenberg
1253,4265,"Delany, Samuel R.",,Captives of the Flame,123,date?,41905,fic,gutenberg
1254,4272,"Delany, Samuel R.",,The Jewels of Aptor,127,date?,41981,fic,gutenberg
1255,4051,"Deledda, Grazia",,After the Divorce: A Romance,31,date?,39834,fic,gutenberg
1256,1294,"Dell, Ethel M. (Ethel May)",,Charles Rex,13,date?,13960,fic,gutenberg
1257,1264,"Dell, Ethel M. (Ethel May)",,Greatheart,17,date?,13497,fic,gutenberg
1258,1281,"Dell, Ethel M. (Ethel May)",,Rosa Mundi and Other Stories,10,date?,13774,fic,gutenberg
1259,4370,"Dell, Ethel M. (Ethel May)",,The Hundredth Chance,10,date?,43069,fic,gutenberg
1260,1390,"Dell, Ethel M. (Ethel May)",,The Keeper of the Door,15,date?,15013,fic,gutenberg
1261,1168,"Dell, Ethel M. (Ethel May)",,The Knave of Diamonds,10,date?,12484,fic,gutenberg
1262,1280,"Dell, Ethel M. (Ethel May)",,The Lamp in the Desert,24,date?,13763,fic,gutenberg
1263,1111,"Dell, Ethel M. (Ethel May)",,The Obstacle Race,12,date?,11520,fic,gutenberg
1264,1496,"Dell, Ethel M. (Ethel May)",,The Odds: And Other Stories,11,date?,16380,fic,gutenberg
1265,1271,"Dell, Ethel M. (Ethel May)",,The Rocks of Valpr?,3,date?,13547,fic,gutenberg
1266,1517,"Dell, Ethel M. (Ethel May)",,"The Safety Curtain, and Other Stories",13,date?,16651,fic,gutenberg
1267,1667,"Dell, Ethel M. (Ethel May)",,The Swindler and Other Stories,21,date?,18644,fic,gutenberg
1268,1163,"Dell, Ethel M. (Ethel May)",,The Top of the World,6,date?,12360,fic,gutenberg
1269,1171,"Dell, Ethel M. (Ethel May)",,The Way of an Eagle,20,date?,12516,fic,gutenberg
1270,3249,"Deming, Therese O. (Therese Osterheld)",,Indian Child Life,15,date?,32301,fic,gutenberg
1271,2419,"Derieux, Samuel A. (Samuel Arthur)",,Frank of Freedom Hill,7,date?,25991,fic,gutenberg
1272,4156,"Derleth, August",,A Traveler in Time,124,date?,40953,fic,gutenberg
1273,2930,"Derleth, August",,McIlvaine's Star,56,date?,30199,fic,gutenberg
1274,3235,"Dewey, G. Gordon",,Hoiman and the Solar Circuit,14,date?,32213,fic,gutenberg
1275,4160,"Dewey, G. Gordon",,Time and the Woman,9,date?,40965,fic,gutenberg
1276,2660,"Dick, Philip K.",,Beyond Lies the Wub,497,date?,28554,fic,gutenberg
1277,3298,"Dick, Philip K.",,Mr. Spaceship,446,date?,32522,fic,gutenberg
1278,3387,"Dick, Philip K.",,Piper in the Woods,265,date?,32832,fic,gutenberg
1279,3187,"Dick, Philip K.",,Second Variety,1106,date?,32032,fic,gutenberg
1280,2677,"Dick, Philip K.",,The Crystal Crypt,409,date?,28698,fic,gutenberg
1281,2680,"Dick, Philip K.",,The Defenders,307,date?,28767,fic,gutenberg
1282,3112,"Dick, Philip K.",,The Eyes Have It,927,date?,31516,fic,gutenberg
1283,2740,"Dick, Philip K.",,The Gun,393,date?,29132,fic,gutenberg
1284,4212,"Dick, Philip K.",,The Hanging Stranger,332,date?,41562,fic,gutenberg
1285,2938,"Dick, Philip K.",,The Skull,413,date?,30255,fic,gutenberg
1286,3226,"Dick, Philip K.",,The Variable Man,444,date?,32154,fic,gutenberg
1287,4159,"Dick, Philip K.",,Tony and the Beetles,244,date?,40964,fic,gutenberg
1288,3275,"Dickson, Gordon R.",,No Shield from the Dead,33,date?,32410,fic,gutenberg
1289,1830,"Dickson, Harris",,"The Black Wolf's Breed: A Story of France in the Old World and the New, happening in the Reign of Louis XIV",7,date?,20330,fic,gutenberg
1290,3273,"Diffin, Charles Willard",,"Brood of the Dark Moon: (A Sequel to ""Dark Moon"")",54,date?,32398,fic,gutenberg
1291,2858,"Diffin, Charles Willard",,The Finding of Haldgren,36,date?,29717,fic,gutenberg
1292,2757,"Diffin, Charles Willard",,The Hammer of Thor,57,date?,29202,fic,gutenberg
1293,2898,"Diffin, Charles Willard",,Two Thousand Miles Below,63,date?,29965,fic,gutenberg
1294,2410,"Dingle, Aylward Edward",,Gold Out of Celebes,8,date?,25917,fic,gutenberg
1295,2916,"Dingle, Aylward Edward",,The Pirate Woman,15,date?,30057,fic,gutenberg
1296,3045,"Disch, Thomas M.",,The Demi-Urge,20,date?,30911,fic,gutenberg
1297,2580,"Diver, Maud",,"Captain Desmond, V.C.",8,date?,27629,fic,gutenberg
1298,1455,"Diver, Maud",,Far to Seek: A Romance of England and India,22,date?,15704,fic,gutenberg
1299,1825,"Diver, Maud",,The Great Amulet,16,date?,20238,fic,gutenberg
1300,4440,"Dix, Beulah Marie",,Soldier Rigdale: How He Sailed in the Mayflower and How He Served Miles Standish,8,date?,44165,fic,gutenberg
1301,4559,"Dix, Beulah Marie",,The Turned-About Girls,5,date?,46048,fic,gutenberg
1302,1252,"Dobie, Charles Caldwell",,Broken to the Plow: A Novel,5,date?,13178,fic,gutenberg
1303,1139,"Dobie, Charles Caldwell",,The Blood Red Dawn,6,date?,11875,fic,gutenberg
1304,1527,"Doctorow, Cory",,A Place so Foreign,40,date?,16721,fic,gutenberg
1305,1550,"Doctorow, Cory",,Craphound,59,date?,17026,fic,gutenberg
1306,844,"Doctorow, Cory",,Down and Out in the Magic Kingdom,166,date?,8086,fic,gutenberg
1307,1552,"Doctorow, Cory",,Eastern Standard Tribe,45,date?,17028,fic,gutenberg
1308,1563,"Doctorow, Cory",,"Home Again, Home Again",38,date?,17138,fic,gutenberg
1309,2924,"Doctorow, Cory",,Little Brother,339,date?,30142,fic,gutenberg
1310,3596,"Doctorow, Cory",,Makers,115,date?,34527,fic,gutenberg
1311,1715,"Doctorow, Cory",,Printcrime,46,date?,19000,fic,gutenberg
1312,1551,"Doctorow, Cory",,Return to Pleasure Island,55,date?,17027,fic,gutenberg
1313,1553,"Doctorow, Cory",,Shadow of the Mothaship,54,date?,17029,fic,gutenberg
1314,1632,"Doctorow, Cory",,"Someone Comes to Town, Someone Leaves Town",69,date?,18224,fic,gutenberg
1315,1554,"Doctorow, Cory",,Super Man and the Bug Out,52,date?,17030,fic,gutenberg
1316,3466,"Dodd, Lee Wilson",,The Book of Susan: A Novel,9,date?,33400,fic,gutenberg
1317,2475,"Dodge, Louis",,Children of the Desert,5,date?,26550,fic,gutenberg
1318,4246,"Dorling, H. Taprell (Henry Taprell)",,"Pincher Martin, O.D.: A Story of the Inner Life of the Royal Navy",23,date?,41774,fic,gutenberg
1319,2497,"Dorman, Sonya",,The Putnam Tradition,55,date?,26743,fic,gutenberg
1320,3719,"Dorrance, E. S. (Ethel Smith)",,Lonesome Town,12,date?,35819,fic,gutenberg
1321,2240,"Dos Passos, John",,One Man's Initiation?1917,43,date?,24202,fic,gutenberg
1322,716,"Dos Passos, John",,Three Soldiers,101,date?,6362,fic,gutenberg
1323,1286,"Doubleday, Russell",,"A Gunner Aboard the ""Yankee"": From the Diary of Number Five of the After Port Gun (Russell Doubleday): The Yarn of the Cruise and Fights of the Naval Reserves in the Spanish-American War",6,date?,13826,fic,gutenberg
1324,4052,"Doubleday, Russell",,Cattle-Ranch to College: The True Tales of A Boy's Adventures in the Far West,21,date?,39850,fic,gutenberg
1325,1427,"Doubleday, W. E. (William Elliott)",,Heiress of Haddon,3,date?,15443,fic,gutenberg
1326,479,"Douglas, Norman",,South Wind,40,date?,4508,fic,gutenberg
1327,1058,"Douglas, O.",,Olivia in India,20,date?,10899,fic,gutenberg
1328,1210,"Douglas, O.",,Penny Plain,25,date?,12768,fic,gutenberg
1329,3669,"Douglas, O.",,The Setons,20,date?,35218,fic,gutenberg
1330,1524,"Dowson, Ernest Christopher",,A Comedy of Masks: A Novel,14,date?,16703,fic,gutenberg
1331,3207,"Dowst, Robert Saunders",,The Technique of Fiction Writing,24,date?,32092,fic,gutenberg
1332,2720,"Dreiser, Theodore",,Jennie Gerhardt: A Novel,43,date?,28988,fic,gutenberg
1333,569,"Dreiser, Theodore",,Sister Carrie,197,date?,5267,fic,gutenberg
1334,37,"Dreiser, Theodore",,Sister Carrie: A Novel,519,date?,233,fic,gutenberg
1335,3163,"Dreiser, Theodore",,"The ""Genius""",91,date?,31824,fic,gutenberg
1336,239,"Dreiser, Theodore",,The Financier: A Novel,229,date?,1840,fic,gutenberg
1337,413,"Dreiser, Theodore",,The Titan,61,date?,3629,fic,gutenberg
1338,3540,"Dryfoos, Dave",,New Hire,24,date?,33969,fic,gutenberg
1339,2874,"Dryfoos, Dave",,"Tree, Spare that Woodman",26,date?,29794,fic,gutenberg
1340,3363,"Dryfoos, Dave",,Uniform of a Man,28,date?,32737,fic,gutenberg
1341,2970,"Dryfoos, Dave",,"Waste Not, Want",29,date?,30416,fic,gutenberg
1342,4652,"Du Bois, Gaylord",,Barry Blake of the Flying Fortress,33,date?,47696,fic,gutenberg
1343,1411,"Du Bois, W. E. B. (William Edward Burghardt)",,The Quest of the Silver Fleece: A Novel,57,date?,15265,fic,gutenberg
1344,4519,"DuPuy, William Atherton",,"Uncle Sam, Detective",61,date?,45474,fic,gutenberg
1345,1601,"Dunbar, Paul Laurence",,The Sport of the Gods,61,date?,17854,fic,gutenberg
1346,1472,"Dunbar, Paul Laurence",,The Strength of Gideon and Other Stories,14,date?,15886,fic,gutenberg
1347,2347,"Dunbar, Paul Laurence",,The Uncalled: A Novel,21,date?,25171,fic,gutenberg
1348,2294,"Dunbar, Paul Laurence",,The heart of happy hollow: A collection of stories,21,date?,24716,fic,gutenberg
1349,108,"Dunbar-Nelson, Alice Moore",,"The Goodness of St. Rocque, and Other Stories",44,date?,688,fic,gutenberg
1350,1680,"Dunbar-Nelson, Alice Moore",,Violets and Other Tales,22,date?,18713,fic,gutenberg
1351,2739,"Duncan, Norman",,Billy Topsail & Company: A Story for Boys,7,date?,29130,fic,gutenberg
1352,4626,"Duncan, Norman",,"Billy Topsail, M.D.: A Tale of Adventure With Doctor Luke of the Labrador",7,date?,47128,fic,gutenberg
1353,1805,"Duncan, Norman",,Doctor Luke of the Labrador,8,date?,19981,fic,gutenberg
1354,3821,"Duncan, Norman",,Every Man for Himself,17,date?,36998,fic,gutenberg
1355,2274,"Duncan, Norman",,"Harbor Tales Down North: With an Appreciation by Wilfred T. Grenfell, M.D.",10,date?,24520,fic,gutenberg
1356,4425,"Duncan, Norman",,The Adventures of Billy Topsail,11,date?,44037,fic,gutenberg
1357,2853,"Duncan, Norman",,The Cruise of the Shining Light,5,date?,29696,fic,gutenberg
1358,2574,"Duncan, Norman",,The Mother,6,date?,27550,fic,gutenberg
1359,2666,"Dunn, J. Allan, (Joseph Allan)",,A Man to His Mate,13,date?,28597,fic,gutenberg
1360,1360,"Dunne, Finley Peter",,Mr. Dooley Says,14,date?,14684,fic,gutenberg
1361,2043,"Dunne, Finley Peter",,Mr. Dooley in Peace and in War,28,date?,22537,fic,gutenberg
1362,1282,"Dunne, Finley Peter",,Mr. Dooley: In the Hearts of His Countrymen,23,date?,13784,fic,gutenberg
1363,499,"Dunne, Finley Peter",,Observations By Mr. Dooley,17,date?,4729,fic,gutenberg
1364,4590,"Dunning, Hal",,White Wolf's Law: A Western Story,20,date?,46457,fic,gutenberg
1365,847,"Dunsany, Lord",,A Dreamer's Tales,148,date?,8129,fic,gutenberg
1366,463,"Dunsany, Lord",,Don Rodriguez; Chronicles of Shadow Valley,75,date?,4282,fic,gutenberg
1367,830,"Dunsany, Lord",,Fifty-One Tales,209,date?,7838,fic,gutenberg
1368,1107,"Dunsany, Lord",,Tales of Three Hemispheres,67,date?,11440,fic,gutenberg
1369,1285,"Dunsany, Lord",,Tales of Wonder,113,date?,13821,fic,gutenberg
1370,813,"Dunsany, Lord",,The Book of Wonder,375,date?,7477,fic,gutenberg
1371,863,"Dunsany, Lord",,The Gods of Pegana,211,date?,8395,fic,gutenberg
1372,1050,"Dunsany, Lord",,The Sword of Welleran and Other Stories,149,date?,10806,fic,gutenberg
1373,859,"Dunsany, Lord",,Time and the Gods,172,date?,8183,fic,gutenberg
1374,3096,"Dunton, Edith K. (Edith Kellogg)",,"Betty Wales, Freshman",21,date?,31387,fic,gutenberg
1375,1881,"Dunton, Edith K. (Edith Kellogg)",,"Betty Wales, Senior",9,date?,20821,fic,gutenberg
1376,724,"Dunton, Edith K. (Edith Kellogg)",,"Betty Wales, Sophomore",7,date?,6432,fic,gutenberg
1377,4515,"Dunton, James G. (James Gerald)",,"A Maid and a Million Men: the candid confessions of Leona Canwick, censored indiscreetly by James G. Dunton",20,date?,45351,fic,gutenberg
1378,4507,"Durham, Robert Lee",,The Call of the South,11,date?,45206,fic,gutenberg
1379,1054,"Dwyer, James Francis",,The White Waterfall,4,date?,10862,fic,gutenberg
1380,1803,"Dye, Charles",,Regeneration,36,date?,19964,fic,gutenberg
1381,4204,"Dyer, Walter A. (Walter Alden)",,The Dogs of Boytown,14,date?,41444,fic,gutenberg
1382,1555,"Dyson, Edward",,In the Roaring Fifties,7,date?,17045,fic,gutenberg
1383,1538,"Dyson, Edward",,The Gold-Stealers: A Story of Waddy,7,date?,16903,fic,gutenberg
1384,1561,"Dyson, Edward",,The Missing Link,4,date?,17129,fic,gutenberg
1385,3874,"Eaton, Walter Prichard",,Boy Scouts in Glacier Park: The Adventures of Two Young Easterners in the Heart of the High Rockies,11,date?,37485,fic,gutenberg
1386,3562,"Eaton, Walter Prichard",,The Idyl of Twin Fires,4,date?,34177,fic,gutenberg
1387,1460,"Edginton, May",,Married Life: The True Romance,10,date?,15738,fic,gutenberg
1388,2182,"Edmondson, G. C.",,Blessed Are the Meek,41,date?,23762,fic,gutenberg
1389,4492,"Edwards, Albert",,A Man's World,6,date?,44878,fic,gutenberg
1390,3978,"Edwards, Albert",,Comrade Yetta,8,date?,38860,fic,gutenberg
1391,2498,"Egan, Jack",,Cully,29,date?,26751,fic,gutenberg
1392,1531,"Egbert, H. M.",,Jacqueline of Golden River,4,date?,16771,fic,gutenberg
1393,2548,"Eggleston, Margaret W. (Margaret White)",,Fireside Stories for Girls in Their Teens,22,date?,27343,fic,gutenberg
1394,1028,"Eliot, Ethel Cook",,The Little House in the Fairy Wood,20,date?,10463,fic,gutenberg
1395,680,"Eliot, T. S. (Thomas Stearns)",,Eeldrop and Appleplex,53,date?,5982,fic,gutenberg
1396,694,"Ellis, J. Breckenridge (John Breckenridge)",,Fran,4,date?,6057,fic,gutenberg
1397,272,"Ellis, J. Breckenridge (John Breckenridge)",,Lahoma,5,date?,2029,fic,gutenberg
1398,2512,"Ellis, James Tandy",,Shawn of Skarrow,5,date?,26934,fic,gutenberg
1399,2785,"Endersby, Victor A.",,Disowned,44,date?,29384,fic,gutenberg
1400,811,"England, George Allan",,Darkness and Dawn,83,date?,7463,fic,gutenberg
1401,1224,"England, George Allan",,The Air Trust,11,date?,12826,fic,gutenberg
1402,1157,"England, George Allan",,The Flying Legion,11,date?,12265,fic,gutenberg
1403,3058,"Ernst, Clayton H. (Clayton Holt)",,The Mark of the Knife,12,date?,30985,fic,gutenberg
1404,3406,"Ernst, Paul",,Mask of Death,24,date?,32905,fic,gutenberg
1405,2868,"Ernst, Paul",,The Planetoid of Peril,42,date?,29771,fic,gutenberg
1406,1991,"Ernst, Paul",,The Radiant Shell,28,date?,22171,fic,gutenberg
1407,2541,"Ernst, Paul",,The Raid on the Termites,38,date?,27248,fic,gutenberg
1408,2931,"Ernst, Paul",,The Red Hell of Jupiter,50,date?,30214,fic,gutenberg
1409,2886,"Ervine, St. John G. (St. John Greer)",,Changing Winds: A Novel,11,date?,29902,fic,gutenberg
1410,943,"Ervine, St. John G. (St. John Greer)",,The Foolish Lovers,8,date?,9461,fic,gutenberg
1411,3292,"Eshbach, Lloyd Arthur",,Isle of the Undead,25,date?,32470,fic,gutenberg
1412,1535,"Evans, Caradoc",,My Neighbors: Stories of the Welsh People,9,date?,16823,fic,gutenberg
1413,1778,"Evans, E. Everett (Edward Everett)",,Man of Many Minds,38,date?,19660,fic,gutenberg
1414,2068,"Evans, E. Everett (Edward Everett)",,Masters of Space,194,date?,22754,fic,gutenberg
1415,2337,"Evarts, Hal G. (Hal George)",,The Yellow Horde,12,date?,25082,fic,gutenberg
1416,1436,"Eyles, Leonora",,Captivity,11,date?,15527,fic,gutenberg
1417,127,"Fairless, Michael",,The Gathering of Brother Hilarius,9,date?,789,fic,gutenberg
1418,110,"Fairless, Michael",,The Roadmender,14,date?,705,fic,gutenberg
1419,4612,"Fairless, Michael",,The Roadmender,7,date?,46830,fic,gutenberg
1420,3350,"Fairman, Paul W.",,Deadly City,45,date?,32705,fic,gutenberg
1421,1885,"Fairman, Paul W.",,Ten From Infinity,34,date?,20856,fic,gutenberg
1422,3229,"Fairman, Paul W.",,The Beasts in the Void,37,date?,32162,fic,gutenberg
1423,273,"Farjeon, Eleanor",,Martin Pippin in the Apple Orchard,30,date?,2032,fic,gutenberg
1424,3081,"Farmer, Philip Jos?",,Rastignac the Devil,66,date?,31262,fic,gutenberg
1425,2822,"Farmer, Philip Jos?",,They Twinkled Like Jewels,102,date?,29559,fic,gutenberg
1426,997,"Farnol, Jeffery",,Beltane the Smith,20,date?,10064,fic,gutenberg
1427,319,"Farnol, Jeffery",,Black Bartlemy's Treasure,40,date?,2424,fic,gutenberg
1428,967,"Farnol, Jeffery",,Martin Conisby's Vengeance,18,date?,9835,fic,gutenberg
1429,270,"Farnol, Jeffery",,My Lady Caprice,17,date?,2025,fic,gutenberg
1430,3490,"Farnol, Jeffery",,Our Admirable Betty: A Romance,17,date?,33597,fic,gutenberg
1431,792,"Farnol, Jeffery",,Peregrine's Progress,23,date?,7059,fic,gutenberg
1432,976,"Farnol, Jeffery",,The Amateur Gentleman,23,date?,9879,fic,gutenberg
1433,564,"Farnol, Jeffery",,The Broad Highway,56,date?,5257,fic,gutenberg
1434,1483,"Farnol, Jeffery",,The Definite Object: A Romance of New York,25,date?,16074,fic,gutenberg
1435,856,"Farnol, Jeffery",,The Geste of Duke Jocelyn,12,date?,8165,fic,gutenberg
1436,2316,"Farnol, Jeffery",,The Honourable Mr. Tawnish,11,date?,24922,fic,gutenberg
1437,4083,"Farquhar, Franklin Smith",,Edith and John: A Story of Pittsburgh,2,date?,40116,fic,gutenberg
1438,1820,"Feehan, Mary Edward",,Mary's Rainbow,5,date?,20193,fic,gutenberg
1439,4198,"Feehan, Mary Edward",,Mostly Mary,4,date?,41404,fic,gutenberg
1440,2940,"Fehrenbach, T. R.",,Remember the Alamo!,45,date?,30267,fic,gutenberg
1441,55,"Ferber, Edna",,Buttered Side Down: Stories,38,date?,352,fic,gutenberg
1442,1104,"Ferber, Edna",,Cheerful?By Request,29,date?,11395,fic,gutenberg
1443,209,"Ferber, Edna",,Dawn O'Hara: The Girl Who Laughed,27,date?,1602,fic,gutenberg
1444,74,"Ferber, Edna",,Emma McChesney and Co.,23,date?,453,fic,gutenberg
1445,53,"Ferber, Edna",,Fanny Herself,45,date?,350,fic,gutenberg
1446,1839,"Ferber, Edna",,Gigolo,35,date?,20419,fic,gutenberg
1447,1366,"Ferber, Edna",,Half Portions,17,date?,14714,fic,gutenberg
1448,83,"Ferber, Edna",,One Basket,20,date?,489,fic,gutenberg
1449,1192,"Ferber, Edna",,"Personality Plus: Some Experiences of Emma McChesney and Her Son, Jock",10,date?,12677,fic,gutenberg
1450,688,"Ferber, Edna",,"Roast Beef, Medium: The Business Adventures of Emma McChesney",26,date?,6016,fic,gutenberg
1451,373,"Ferguson, W. B. M. (William Blair Morton)",,Garrison's Finish: A Romance of the Race Course,7,date?,2989,fic,gutenberg
1452,1890,"Fergusson, Harvey",,The Blood of the Conquerors,8,date?,20888,fic,gutenberg
1453,1315,"Ferrar, William John",,"The Fall of the Grand Sarrasin: Being a Chronicle of Sir Nigel de Bessin, Knight, of Things that Happed in Guernsey Island, in the Norman Seas, in and about the Year One Thousand and Fifty-Seven",0,date?,14245,fic,gutenberg
1454,2298,"Field, Charles K. (Charles Kellogg)",,Stanford Stories: Tales of a Young University,19,date?,24735,fic,gutenberg
1455,409,"Field, Salisbury",,Cupid's Understudy,3,date?,3602,fic,gutenberg
1456,3101,"Fillmore, Parker",,A Little Question in Ladies' Rights,16,date?,31451,fic,gutenberg
1457,2699,"Fillmore, Parker",,The Hickory Limb,5,date?,28886,fic,gutenberg
1458,3149,"Fillmore, Parker",,The Rosie World,8,date?,31718,fic,gutenberg
1459,4150,"Findlater, Mary",,The Affair at the Inn,36,date?,40879,fic,gutenberg
