index,author,viaf_author_uri,title,date,gutenberg_id,genre,source,wc1,wc2,underwood_id,underwood_filename
108,"Sterne, Laurence, 1713-1768",http://viaf.org/viaf/61552699,A SENTIMENTAL JOURNEY THROUGH FRANCE AND ITALY.,1768,,fic,ecc,20874,19243,SterLSJ2,K027660.002.txt
109,"Smollett, Tobias George, 1721-1771",http://viaf.org/viaf/68935985,THE HISTORY AND ADVENTURES OF AN ATOM.,1769,,fic,ecc,26508,24978,SmolTHA2,K049304.002.txt
110,"Smollett, Tobias George, 1721-1771",http://viaf.org/viaf/68935985,THE HISTORY AND ADVENTURES OF AN ATOM.,1769,,fic,ecc,33157,30839,SmolTHA,K049304.001.txt
111,"Griffith, Mrs. (Elizabeth), 1720?-1793",,THE HISTORY OF LADY BARTON A NOVEL IN LETTERS,1771,,fic,ecc,35186,32767,GrifMHL,K060458.001.txt
112,"Griffith, Mrs. (Elizabeth), 1720?-1793",,THE HISTORY OF LADY BARTON A NOVEL IN LETTERS,1771,,fic,ecc,36635,34363,GrifMHL2,K060458.002.txt
113,"Griffith, Mrs. (Elizabeth), 1720?-1793",,THE HISTORY OF LADY BARTON A NOVEL IN LETTERS,1771,,fic,ecc,38125,35689,GrifMHL3,K060458.003.txt
114,"Hutchinson, William, 1732-1814",http://viaf.org/viaf/29873897,THE HERMITAGE; A BRITISH STORY.,1772,,fic,ecc,20814,19800,HutcWHB,K094528.000.txt
115,"Pratt, Mr. (Samuel Jackson), 1749-1814",,LIBERAL OPINIONS UPON ANIMALS MAN AND PROVIDENCE.,1775,,fic,ecc,22753,21625,PratMLO2,K114226.002.txt
116,"Pratt, Mr. (Samuel Jackson), 1749-1814",,LIBERAL OPINIONS UPON ANIMALS MAN AND PROVIDENCE.,1775,,fic,ecc,26815,25098,PratMLO,K114226.001.txt
117,"Pratt, Mr. (Samuel Jackson), 1749-1814",,LIBERAL OPINIONS In which is concluded the HISTORY OF BENIGNUS.,1775,,fic,ecc,27644,25537,PratMLO6,K114226.006.txt
118,"Pratt, Mr. (Samuel Jackson), 1749-1814",,LIBERAL OPINIONS In which is continued the HISTORY OF BENIGNUS.,1775,,fic,ecc,28849,26639,PratMLO4,K114226.004.txt
119,"Pratt, Mr. (Samuel Jackson), 1749-1814",,LIBERAL OPINIONS In which is continued the HISTORY OF BENIGNUS.,1775,,fic,ecc,27046,24954,PratMLO3,K114226.003.txt
120,"Hutchinson, William, 1732-1814",http://viaf.org/viaf/29873897,A WEEK at a COTTAGE a Pastoral Tale.,1775,,fic,ecc,20001,18373,HutcWWA,K065650.000.txt
121,"Pratt, Mr. (Samuel Jackson), 1749-1814",,LIBERAL OPINIONS In which is continued the HISTORY OF BENIGNUS.,1775,,fic,ecc,24117,22419,PratMLO5,K114226.005.txt
122,"Pratt, Mr. (Samuel Jackson), 1749-1814",,THE PUPIL OF PLEASURE: OR The New System Illustrated. INSCRIBED To Mrs. EUGENIA STANHOPE EDITOR OF LORD CHESTERFIELD's LETTERS. By COURTNEY MELMOTH. Versatile ingenium. VOL. I.,1776,,fic,ecc,27125,25336,PratMPP,K099277.001.txt
123,"Griffith, Mrs. (Elizabeth), 1720?-1793",,THE STORY OF LADY JULIANA HARLEY.,1776,,fic,ecc,33973,31778,GrifMSL2,K057520.002.txt
124,"Griffith, Mrs. (Elizabeth), 1720?-1793",,THE STORY OF LADY JULIANA HARLEY.,1776,,fic,ecc,30008,28118,GrifMSL,K057520.001.txt
125,"Pratt, Mr. (Samuel Jackson), 1749-1814",,THE PUPIL OF PLEASURE: OR The New System Illustrated. INSCRIBED To Mrs. EUGENIA STANHOPE EDITOR OF LORD CHESTERFIELD's LETTERS. By COURTNEY MELMOTH. Versatile ingenium.,1776,,fic,ecc,30227,28288,PratMPP2,K099277.002.txt
126,"Pratt, Mr. (Samuel Jackson), 1749-1814",,CHARLES AND CHARLOTTE.,1777,,fic,ecc,24221,22409,PratMCC2,K053061.002.txt
127,"Pratt, Mr. (Samuel Jackson), 1749-1814",,CHARLES AND CHARLOTTE.,1777,,fic,ecc,23888,22308,PratMCC,K053061.001.txt
128,"Pratt, Mr. (Samuel Jackson), 1749-1814",,TRAVELS FOR THE HEART. WRITTEN IN FRANCE BY COURTNEY MELMOTH. IN TWO VOLUMES. VOL. II.,1777,,fic,ecc,23343,22120,PratMTF2,K099270.002.txt
129,"Pratt, Mr. (Samuel Jackson), 1749-1814",,TRAVELS FOR THE HEART. WRITTEN IN FRANCE BY COURTNEY MELMOTH. IN TWO VOLUMES. VOL. I.,1777,,fic,ecc,22520,21294,PratMTF,K099270.001.txt
130,"Way, G. L. (Gregory Lewis), d. 1799",,LEARNING AT A LOSS OR THE AMOURS OF MR. PEDANT and MISS HARTLEY A NOVEL.,1778,,fic,ecc,19688,18290,WayGLA2,K078489.002.txt
131,"Way, G. L. (Gregory Lewis), d. 1799",,LEARNING AT A LOSS OR THE AMOURS OF MR. PEDANT and MISS HARTLEY.,1778,,fic,ecc,17314,15884,WayGLA,K078489.001.txt
132,"Burney, Fanny, 1752-1840",http://viaf.org/viaf/95297439,EVELINA; OR A YOUNG LADY's ENTRANCE INTO THE WORLD.,1779,,fic,ecc,79061,73536,BurnFEO,K127086.001.txt
133,"Pratt, Mr. (Samuel Jackson), 1749-1814",,SHENSTONE-GREEN; OR THE NEW PARADISE LOST.,1779,,fic,ecc,22573,20932,PratMSO2,K050567.002.txt
134,"Pratt, Mr. (Samuel Jackson), 1749-1814",,SHENSTONE-GREEN; OR THE NEW PARADISE LOST.,1779,,fic,ecc,18402,17159,PratMSO3,K050567.003.txt
135,"Craven, Elizabeth Craven, Baroness, 1750-1828",http://viaf.org/viaf/22140449,MODERN ANECDOTE OF THE ANCIENT FAMILY OF THE Kinkvervankotsdarsprakengotchderns: A TALE FOR CHRISTMAS 1779.,1779,,fic,ecc,8683,8257,CravEMA,K058856.000.txt
136,"Burney, Fanny, 1752-1840",http://viaf.org/viaf/95297439,EVELINA; OR A YOUNG LADY'S ENTRANCE INTO THE WORLD.,1779,,fic,ecc,77118,71671,BurnFEO2,K127086.002.txt
137,"Pratt, Mr. (Samuel Jackson), 1749-1814",,SHENSTONE-GREEN; OR THE NEW PARADISE LOST.,1779,,fic,ecc,23800,22187,PratMSO,K050567.001.txt
138,"Pratt, Mr. (Samuel Jackson), 1749-1814",,THE TUTOR OF TRUTH. BY THE AUTHOR OF THE PUPIL OF PLEASURE &c. &c. IN TWO VOLUMES.,1779,,fic,ecc,26217,24039,PratMTT,K008857.001.txt
139,"Pratt, Mr. (Samuel Jackson), 1749-1814",,THE TUTOR OF TRUTH. BY THE AUTHOR OF THE PUPIL OF PLEASURE &c. &c. IN TWO VOLUMES.,1779,,fic,ecc,27597,25352,PratMTT2,K008857.002.txt
140,"Pratt, Mr. (Samuel Jackson), 1749-1814",,EMMA CORBETT; OR THE MISERIES OF CIVIL WAR.,1780,,fic,ecc,21135,19812,PratMEC,K003810.001.txt
141,"Pratt, Mr. (Samuel Jackson), 1749-1814",,EMMA CORBETT; OR THE MISERIES OF CIVIL WAR.,1780,,fic,ecc,20102,19017,PratMEC2,K003810.002.txt
142,"Pratt, Mr. (Samuel Jackson), 1749-1814",,EMMA CORBETT; OR THE MISERIES OF CIVIL WAR.,1780,,fic,ecc,19972,18818,PratMEC3,K003810.003.txt
143,"Holcroft, Thomas, 1745-1809",http://viaf.org/viaf/56644486,ALWYN: OR THE Gentleman Comedian. IN TWO VOLUMES.,1780,,fic,ecc,30101,27887,HolcTAO2,K024818.002.txt
144,"Cowley, Mrs. (Hannah), 1743-1809",,THE MAID OF ARRAGON; A TALE.,1780,,fic,ecc,12349,11769,CowlMMA,K039355.000.txt
145,"Holcroft, Thomas, 1745-1809",http://viaf.org/viaf/56644486,ALWYN: OR THE Gentleman Comedian. IN TWO VOLUMES.,1780,,fic,ecc,27532,25548,HolcTAO,K024818.001.txt
146,"MacNally, Leonard, 1752-1820",http://viaf.org/viaf/8442670,SENTIMENTAL EXCURSIONS TO WINDSOR AND OTHER PLACES WITH NOTES critical illustrative and explanatory by several eminent Persons male and female living and dead.,1781,,fic,ecc,38053,35404,MacNLSE,K102286.000.txt
147,"Burney, Fanny, 1752-1840",http://viaf.org/viaf/95297439,CECILIA OR MEMOIRS OF AN HEIRESS.,1782,,fic,ecc,52533,50235,BurnFCO2,K082269.002.txt
148,"Sterne, Laurence, 1713-1768",http://viaf.org/viaf/61552699,THE BEAUTIES OF STERNE: INCLUDING ALL HIS PATHETIC TALES AND MOST DISTINGUISHED OBSERVATIONS ON LIFE. SELECTED FOR THE HEART OF SENSIBILITY.,1782,,fic,ecc,43882,41144,SterLBS,K027631.000.txt
149,"Burney, Fanny, 1752-1840",http://viaf.org/viaf/95297439,CECILIA OR MEMOIRS OF AN HEIRESS.,1782,,fic,ecc,80589,76872,BurnFCO5,K082269.005.txt
150,"Burney, Fanny, 1752-1840",http://viaf.org/viaf/95297439,CECILIA OR MEMOIRS OF AN HEIRESS.,1782,,fic,ecc,65825,62761,BurnFCO4,K082269.004.txt
151,"Burney, Fanny, 1752-1840",http://viaf.org/viaf/95297439,CECILIA OR MEMOIRS OF AN HEIRESS.,1782,,fic,ecc,73955,70323,BurnFCO3,K082269.003.txt
152,"Burney, Fanny, 1752-1840",http://viaf.org/viaf/95297439,CECILIA OR MEMOIRS OF AN HEIRESS.,1782,,fic,ecc,57741,54950,BurnFCO,K082269.001.txt
153,"Holcroft, Thomas, 1745-1809",http://viaf.org/viaf/56644486,THE FAMILY PICTURE; OR DOMESTIC DIALOGUES ON AMIABLE AND INTERESTING SUBJECTS; ILLUSTRATED BY HISTORIES ALLEGORIES TALES FABLES ANECDOTES &c. INTENDED TO STRENGTHEN AND INFORM THE MIND. BY THOMAS HOLCROFT AUTHOR OF DUPLICITY A COMEDY.,1783,,fic,ecc,65018,61130,HolcTFP,K050551.001.txt
154,"Holcroft, Thomas, 1745-1809",http://viaf.org/viaf/56644486,THE FAMILY PICTURE; OR DOMESTIC DIALOGUES ON AMIABLE AND INTERESTING SUBJECTS; ILLUSTRATED BY HISTORIES ALLEGORIES TALES FABLES ANECDOTES &c. INTENDED TO STRENGTHEN AND INFORM THE MIND. BY THOMAS HOLCROFT AUTHOR OF DUPLICITY A COMEDY.,1783,,fic,ecc,70695,66992,HolcTFP2,K050551.002.txt
155,"Berkeley, George Monck, 1763-1793",http://viaf.org/viaf/134145857854523020072,MARIA; OR THE GENEROUS RUSTIC.,1784,,fic,ecc,10564,10249,BerkGMO,K002808.000.txt
156,"Trusler, John, 1735-1820",http://viaf.org/viaf/66507465,Modern Times OR THE ADVENTURES OF GABRIEL OUTCAST. SUPPOSED TO BE WRITTEN BY HIMSELF___ IN IMITATION OF GIL BLAS.,1785,,fic,ecc,24308,22554,TrusJMT3,K079595.001.txt
157,"Trusler, John, 1735-1820",http://viaf.org/viaf/66507465,Modern Times OR THE ADVENTURES OF GABRIEL OUTCAST.,1785,,fic,ecc,24655,22887,TrusJMT,K079595.002.txt
158,"Lee, Sophia, 1750-1824",http://viaf.org/viaf/27200222,THE RECESS; OR A TALE OF OTHER TIMES.,1785,,fic,ecc,60062,57042,LeeSRO2,K091116.003.txt
159,"Lee, Sophia, 1750-1824",http://viaf.org/viaf/27200222,THE RECESS; OR A TALE OF OTHER TIMES.,1785,,fic,ecc,52213,49647,LeeSRO3,K091116.002.txt
160,"Trusler, John, 1735-1820",http://viaf.org/viaf/66507465,Modern Times OR THE ADVENTURES OF GABRIEL OUTCAST. SUPPOSED TO BE WRITTEN BY HIMSELF.,1785,,fic,ecc,29109,27062,TrusJMT2,K079595.003.txt
161,"Polesworth, Humphry, Sir, 18th cent",,A FRAGMENT OF THE HISTORY OF THAT ILLUSTRIOUS PERSONAGE JOHN BULLEsq COMPILED BY THE CELEBRATED HISTORIAN SIR HUMPHRY POLESWORTH. LATELY DISCOVERED IN THE REPAIRS OF GRUB-HATCH THE ANCIENT SEAT OF THE FAMILY OF THE POLESWORTHS; NOW FIRST PUBLISHED FROM THE ORIGINAL MANUSCRIPT By PEREGRINE PINFOLD of Grub-HatchEsq,1785,,fic,ecc,27466,25963,PoleHFH,K087969.000.txt
162,"Lee, Sophia, 1750-1824",http://viaf.org/viaf/27200222,THE RECESS; OR A TALE OF OTHER TIMES.,1785,,fic,ecc,45865,43570,LeeSRO,K091116.001.txt
163,"Inchbald, Mrs., 1753-1821",http://viaf.org/viaf/59084053,APPEARANCE IS AGAINST THEM IN A SERIES OF LETTERS IN THREE VOLUMES BY THE AUTHOR OF EMILY HERBERT OR PERFIDY PUNISHED.,1786,,fic,ecc,20537,19011,InchMAI2,K132097.001.txt
164,"Inchbald, Mrs., 1753-1821",http://viaf.org/viaf/59084053,APPEARANCE IS AGAINST THEM IN A SERIES OF LETTERS IN THREE VOLUMES BY THE AUTHOR OF EMILY HERBERT OR PERFIDY PUNISHED.,1786,,fic,ecc,18539,17275,InchMAI3,K132097.002.txt
165,"Inchbald, Mrs., 1753-1821",http://viaf.org/viaf/59084053,APPEARANCE IS AGAINST THEM IN A SERIES OF LETTERS IN THREE VOLUMES BY THE AUTHOR OF EMILY HERBERT OR PERFIDY PUNISHED.,1786,,fic,ecc,11248,10480,InchMAI4,K132097.003.txt
166,"Griffith, Mrs. (Elizabeth), 1720?-1793",,THE Delicate Distress A NOVEL: IN LETTERS.,1787,,fic,ecc,45869,43299,GrifMDD,K016332.001.txt
167,"Inchbald, Mrs., 1753-1821",http://viaf.org/viaf/59084053,EMILY HERBERT; OR PERFIDY PUNISHED. A NOVEL. IN A SERIES OF LETTERS.,1787,,fic,ecc,56698,52890,InchMEH,K086495.000.txt
168,"Berkeley, George Monck, 1763-1793",http://viaf.org/viaf/134145857854523020072,SPANISH MEMOIRS; IN A SERIES OF ORIGINAL LETTERS. CONTAINING THE HISTORY OF DONNA ISABELLA DELLA VILLAREA NIECE TO DON JOHN TWENTIETH AND LAST DUKE OF ARANDINA.,1787,,fic,ecc,10605,9932,BerkGSM2,K092165.002.txt
169,"Berkeley, George Monck, 1763-1793",http://viaf.org/viaf/134145857854523020072,SPANISH MEMOIRS; IN A SERIES OF ORIGINAL LETTERS. CONTAINING THE HISTORY OF DONNA ISABELLA DELLA VILLAREA NIECE TO DON JOHN TWENTIETH AND LAST DUKE OF ARANDINA.,1787,,fic,ecc,12945,12177,BerkGSM,K092165.001.txt
170,"Griffith, Mrs. (Elizabeth), 1720?-1793",,THE Delicate Distress A NOVEL: IN LETTERS.,1787,,fic,ecc,44272,41361,GrifMDD2,K016332.002.txt
171,"Berquin, M. (Arnaud), 1747-1791",,THE CHILDREN'S FRIEND.,1788,,fic,ecc,71411,66603,BerqMCF2,K072460.002.txt
172,"Berquin, M. (Arnaud), 1747-1791",,THE CHILDREN'S FRIEND.,1788,,fic,ecc,74856,69687,BerqMCF,K072460.001.txt
173,"Wollstonecraft, Mary",http://viaf.org/viaf/51697482,Mary,1788,,fic,ncf,23502,23375,WollMM,nofile
174,"Smith, Charlotte Turner",http://viaf.org/viaf/39513727,Emmeline,1788,,fic,ncf,211167,206611,SmitCE,nofile
175,"Berquin, M. (Arnaud), 1747-1791",,THE CHILDREN'S FRIEND. TRANSLATED FROM THE FRENCH OF M. BERQUIN; COMPLETE IN FOUR VOLUMES. ORNAMENTED WITH FRONTISPIECES. A NEW CORRECTED EDITION; WITH ADDITIONS.,1788,,fic,ecc,87990,82614,BerqMCF4,K072460.004.txt
176,"Berquin, M. (Arnaud), 1747-1791",,THE CHILDREN'S FRIEND.,1788,,fic,ecc,76797,71784,BerqMCF3,K072460.003.txt
177,"Cumberland, Richard, 1732-1811",http://viaf.org/viaf/76451457,ARUNDEL.,1789,,fic,ecc,56386,52846,CumbRA2,K025532.002.txt
178,"Radcliffe, Ann Ward, 1764-1823",http://viaf.org/viaf/64010774,THE CASTLES OF ATHLIN AND DUNBAYNE. A HIGHLAND STORY.,1789,,fic,ecc,44555,42782,RadcACA,K009421.000.txt
179,"Hayley, William, 1745-1820",http://viaf.org/viaf/45100846,THE YOUNG WIDOW; OR THE HISTORY OF CORNELIA SEDLEY IN A SERIES OF LETTERS.,1789,,fic,ecc,78696,73798,HaylWYW2,K101669.002.txt
180,"Cumberland, Richard, 1732-1811",http://viaf.org/viaf/76451457,ARUNDEL.,1789,,fic,ecc,57171,53583,CumbRA,K025532.001.txt
181,"Hayley, William, 1745-1820",http://viaf.org/viaf/45100846,THE YOUNG WIDOW; OR THE HISTORY OF CORNELIA SEDLEY IN A SERIES OF LETTERS.,1789,,fic,ecc,78431,73072,HaylWYW,K101669.001.txt
182,"Lennox, Charlotte, ca. 1729-1804",http://viaf.org/viaf/100288562,EUPHEMIA.,1790,,fic,ecc,34216,32360,LennCE,K062108.001.txt
183,"Lennox, Charlotte, ca. 1729-1804",http://viaf.org/viaf/100288562,EUPHEMIA.,1790,,fic,ecc,31076,29242,LennCE2,K062108.002.txt
184,"Pinkerton, John, 1758-1826",http://viaf.org/viaf/12358699,A NEW TALE OF A TUB WRITTEN FOR THE DELIGHT AND INSTRUCTION OF EVERY BRITISH SUBJECT IN PARTICULAR AND ALL THE WORLD IN GENERAL.,1790,,fic,ecc,14762,13831,PinkJNT,K048355.000.txt
185,"Lennox, Charlotte, ca. 1729-1804",http://viaf.org/viaf/100288562,"Euphemia, volume III.",1790,,fic,ecc,31506,30032,LennCE3,K062108.003.txt
186,"Williams, Helen Maria, 1762-1827",http://viaf.org/viaf/44455306,JULIA A NOVEL; INTERSPERSED WITH SOME POETICAL PIECES.,1790,,fic,ecc,34064,32718,WillHJN2,K059580.002.txt
187,"Williams, Helen Maria, 1762-1827",http://viaf.org/viaf/44455306,JULIA A NOVEL; INTERSPERSED WITH SOME POETICAL PIECES.,1790,,fic,ecc,40230,38920,WillHJN,K059580.001.txt
188,"Radcliffe, Ann Ward, 1764-1823",http://viaf.org/viaf/64010774,A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,,fic,ecc,35649,34419,RadcASR,K053907.001.txt
189,"Radcliffe, Ann Ward, 1764-1823",http://viaf.org/viaf/64010774,A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,,fic,ecc,32201,31014,RadcASR2,K053907.002.txt
190,"Trusler, John, 1735-1820",http://viaf.org/viaf/66507465,Proverbs Exemplified AND ILLUSTRATED BY PICTURES FROM REAL LIFE.,1790,,fic,ecc,33895,32493,TrusJPE,K075478.000.txt
191,"Inchbald, Mrs., 1753-1821",http://viaf.org/viaf/59084053,A SIMPLE STORY. IN FOUR VOLUMES.,1791,,fic,ecc,28308,26795,InchMSS,K106754.001.txt
192,"Inchbald, Mrs., 1753-1821",http://viaf.org/viaf/59084053,A SIMPLE STORY. IN FOUR VOLUMES. By MRS. INCHBALD.,1791,,fic,ecc,30781,29222,InchMSS2,K106754.002.txt
193,"Inchbald, Mrs., 1753-1821",http://viaf.org/viaf/59084053,A SIMPLE STORY.,1791,,fic,ecc,25793,24623,InchMSS3,K106754.003.txt
194,"Inchbald, Mrs., 1753-1821",http://viaf.org/viaf/59084053,A SIMPLE STORY.,1791,,fic,ecc,18089,17255,InchMSS4,K106754.004.txt
195,"Smith, Charlotte Turner, 1749-1806",http://viaf.org/viaf/39513727,CELESTINA. A NOVEL. IN FOUR VOLUMES.,1791,,fic,ecc,48846,46759,SmitCCN3,K062088.003.txt
196,"Smith, Charlotte Turner, 1749-1806",http://viaf.org/viaf/39513727,CELESTINA. A NOVEL. IN FOUR VOLUMES.,1791,,fic,ecc,63836,60893,SmitCCN4,K062088.004.txt
197,"Lennox, Charlotte, ca. 1729-1804",http://viaf.org/viaf/100288562,HERMIONE OR THE ORPHAN SISTERS.,1791,,fic,ecc,43839,41344,LennCHO2,K110414.002.txt
198,"Lennox, Charlotte, ca. 1729-1804",http://viaf.org/viaf/100288562,ERMIONE OR THE ORPHAN SISTERS.,1791,,fic,ecc,44639,42214,LennCEO,K110414.003.txt
199,"Lennox, Charlotte, ca. 1729-1804",http://viaf.org/viaf/100288562,HERMIONE OR THE ORPHAN SISTERS.,1791,,fic,ecc,38491,36401,LennCHO3,K110414.004.txt
200,"Smith, Charlotte Turner, 1749-1806",http://viaf.org/viaf/39513727,CELESTINA. A NOVEL. IN FOUR VOLUMES.,1791,,fic,ecc,43982,42322,SmitCCN,K062088.001.txt
201,"Smith, Charlotte Turner, 1749-1806",http://viaf.org/viaf/39513727,CELESTINA. A NOVEL. IN FOUR VOLUMES.,1791,,fic,ecc,50933,48337,SmitCCN2,K062088.002.txt
202,"Hayley, William, 1745-1820",http://viaf.org/viaf/45100846,THE EULOGIES OF HOWARD. A VISION.,1791,,fic,ecc,10725,10312,HaylWEH2,K075884.000.txt
203,"Lennox, Charlotte, ca. 1729-1804",http://viaf.org/viaf/100288562,HERMIONE OR THE ORPHAN SISTERS.,1791,,fic,ecc,41391,39412,LennCHO,K110414.001.txt
204,"Holcroft, Thomas, 1745-1809",http://viaf.org/viaf/56644486,ANNA ST. IVES: A NOVEL.,1792,,fic,ecc,29799,27926,HolcTAS7,K110238.007.txt
205,"Holcroft, Thomas, 1745-1809",http://viaf.org/viaf/56644486,ANNA ST. IVES: A NOVEL.,1792,,fic,ecc,26852,24917,HolcTAS6,K110238.006.txt
206,"Holcroft, Thomas, 1745-1809",http://viaf.org/viaf/56644486,ANNA ST. IVES: A NOVEL.,1792,,fic,ecc,26634,24884,HolcTAS5,K110238.005.txt
207,"Holcroft, Thomas, 1745-1809",http://viaf.org/viaf/56644486,ANNA ST. IVES: A NOVEL.,1792,,fic,ecc,27996,25534,HolcTAS4,K110238.004.txt
208,"Holcroft, Thomas, 1745-1809",http://viaf.org/viaf/56644486,ANNA ST. IVES: A NOVEL.,1792,,fic,ecc,27607,25425,HolcTAS3,K110238.003.txt
209,"Holcroft, Thomas, 1745-1809",http://viaf.org/viaf/56644486,ANNA ST. IVES: A NOVEL.,1792,,fic,ecc,25589,23872,HolcTAS2,K110238.002.txt
210,"Holcroft, Thomas, 1745-1809",http://viaf.org/viaf/56644486,ANNA ST. IVES: A NOVEL.,1792,,fic,ecc,24622,22688,HolcTAS,K110238.001.txt
211,"Bage, Robert",http://viaf.org/viaf/29529511,Man as he is,1792,,fic,ncf,146268,141343,BageRMA,nofile
212,"Radcliffe, Ann Ward, 1764-1823",http://viaf.org/viaf/64010774,THE Romance of the Forest: INTERSPERSED WITH SOME PIECES OF POETRY.,1792,,fic,ecc,64447,61846,RadcARF,K008158.001.txt
213,"Radcliffe, Ann Ward, 1764-1823",http://viaf.org/viaf/64010774,THE Romance of the Forest: INTERSPERSED WITH SOME PIECES OF POETRY.,1792,,fic,ecc,72171,69630,RadcARF2,K008158.002.txt
214,"Dibdin, Charles, 1745-1814",http://viaf.org/viaf/22406778,HANNAH HEWIT; OR THE FEMALE CRUSOE. BEING THE HISTORY OF A WOMAN OF uncommon mental and personal accomplishments; WHO After a variety of extraordinary and interesting adventures in almost every station of life from splendid prosperity to abject adversity WAS CAST AWAY IN THE GROSVENOR EAST-INDIAMAN: And became for three years the sole inhabitant of AN ISLAND IN THE SOUTH SEAS.,1792,,fic,ecc,36551,33532,DibdCHH,K085958.001.txt
215,"Dibdin, Charles, 1745-1814",http://viaf.org/viaf/22406778,HANNAH HEWIT; OR THE FEMALE CRUSOE. BEING THE HISTORY OF A WOMAN OF uncommon mental and personal accomplishments; WHO After a variety of extraordinary and interesting adventures in almost every station of life from splendid prosperity to abject adversity WAS CAST AWAY IN THE GROSVENOR EAST-INDIAMAN: And became for three years the sole inhabitant of AN ISLAND IN THE SOUTH SEAS.,1792,,fic,ecc,38876,35859,DibdCHH2,K085958.002.txt
216,"Dibdin, Charles, 1745-1814",http://viaf.org/viaf/22406778,HANNAH HEWIT; OR THE FEMALE CRUSOE. BEING THE HISTORY OF A WOMAN OF uncommon mental and personal accomplishments; WHO After a variety of extraordinary and interesting adventures in almost every station of life from splendid prosperity to abject adversity WAS CAST AWAY IN THE GROSVENOR EAST-INDIAMAN: And became for three years the sole inhabitant of AN ISLAND IN THE SOUTH SEAS.,1792,,fic,ecc,40202,36801,DibdCHH3,K085958.003.txt
217,"More, Hannah, 1745-1833",http://viaf.org/viaf/51802053,VILLAGE POLITICS.,1793,,fic,ecc,4344,4067,MoreHVP,K063270.000.txt
218,"Smith, Charlotte Turner",http://viaf.org/viaf/39513727,Old manor house,1793,,fic,ncf,219272,215009,SmitCOM,nofile
219,"Dibdin, Charles, 1745-1814",http://viaf.org/viaf/22406778,THE YOUNGER BROTHER: A NOVEL IN THREE VOLUMES,1793,,fic,ecc,65877,62823,DibdCYB3,K108983.003.txt
220,"Dibdin, Charles, 1745-1814",http://viaf.org/viaf/22406778,THE YOUNGER BROTHER: A NOVEL IN THREE VOLUMES,1793,,fic,ecc,60996,57754,DibdCYB2,K108983.002.txt
221,"Dibdin, Charles, 1745-1814",http://viaf.org/viaf/22406778,THE YOUNGER BROTHER: A NOVEL IN THREE VOLUMES,1793,,fic,ecc,54288,51207,DibdCYB,K108983.001.txt
222,"Trusler, John, 1735-1820",http://viaf.org/viaf/66507465,LIFE; OR THE ADVENTURES OF WILLIAM RAMBLE ESQ.,1793,,fic,ecc,20214,18992,TrusJLO3,K060044.003.txt
223,"Trusler, John, 1735-1820",http://viaf.org/viaf/66507465,LIFE; OR THE ADVENTURES OF WILLIAM RAMBLE ESQ.,1793,,fic,ecc,23709,22130,TrusJLO2,K060044.002.txt
224,"Trusler, John, 1735-1820",http://viaf.org/viaf/66507465,LIFE; OR THE ADVENTURES OF WILLIAM RAMBLE ESQ. WITH THREE FRONTISPIECES DESIGNED BY IBBETSON HIGHLY ENGRAVED AND TWO NEW and BEAUTIFUL SONGS WITH THE MUSIC BY PLEYEL AND STERKEL.,1793,,fic,ecc,19925,18347,TrusJLO,K060044.001.txt
225,"Holcroft, Thomas, 1745-1809",http://viaf.org/viaf/56644486,THE ADVENTURES OF HUGH TREVOR. BY THOMAS HOLCROFT.,1794,,fic,ecc,40425,37936,HolcTAH,K057530.001.txt
226,"Radcliffe, Ann Ward, 1764-1823",http://viaf.org/viaf/64010774,THE MYSTERIES of UDOLPHO A ROMANCE; INTERSPERSED WITH SOME PIECES OF POETRY.,1794,,fic,ecc,69740,66852,RadcAMU2,K053903.004.txt
227,"Holcroft, Thomas, 1745-1809",http://viaf.org/viaf/56644486,THE ADVENTURES OF HUGH TREVOR. BY THOMAS HOLCROFT.,1794,,fic,ecc,38521,36229,HolcTAH3,K057530.003.txt
228,"Holcroft, Thomas, 1745-1809",http://viaf.org/viaf/56644486,THE ADVENTURES OF HUGH TREVOR. BY THOMAS HOLCROFT.,1794,,fic,ecc,32123,30105,HolcTAH5,K057530.005.txt
229,"Jephson, Robert, 1736-1803",http://viaf.org/viaf/59440783,THE CONFESSIONS OF JAMES BAPTISTE COUTEAU CITIZEN OF FRANCE WRITTEN BY HIMSELF: AND TRANSLATED FROM THE ORIGINAL FRENCH By ROBERT JEPHSON Esq. ILLUSTRATED WITH NINE ENGRAVINGS.,1794,,fic,ecc,25107,23629,JephRCJ2,K103123.002.txt
230,"Holcroft, Thomas, 1745-1809",http://viaf.org/viaf/56644486,THE ADVENTURES OF HUGH TREVOR. BY THOMAS HOLCROFT.,1794,,fic,ecc,32929,30766,HolcTAH2,K057530.002.txt
231,"Holcroft, Thomas, 1745-1809",http://viaf.org/viaf/56644486,THE ADVENTURES OF HUGH TREVOR. BY THOMAS HOLCROFT.,1794,,fic,ecc,31606,29803,HolcTAH4,K057530.004.txt
